Step;ppo_expanded;ppg_expanded
30000;0,1997900009155273;0,19979000091552734
60000;0,1995799988508224;0,19957999885082245
90000;0,1992650032043457;0,1992650032043457
120000;0,1989499926567077;0,19894999265670776
150000;0,198634997010231;0,19863499701023102
180000;0,1983200013637542;0,19832000136375427
210000;0,1981099992990493;0,19810999929904938
240000;0,1977950036525726;0,19779500365257263
270000;0,1974799931049347;0,1974799931049347
300000;0,1971649974584579;0,19716499745845795
330000;0,1968500018119812;0,1968500018119812
360000;0,1965350061655044;0,19653500616550446
390000;0,1962199956178665;0,19621999561786652
420000;0,1960099935531616;0,19600999355316162
450000;0,1956949979066848;0,19569499790668488
480000;0,1953800022602081;0,19538000226020813
510000;0,1950650066137313;0,19506500661373138
540000;0,1947499960660934;0,19474999606609344
570000;0,1944350004196167;0,1944350004196167
600000;0,1941200047731399;0,19412000477313995
630000;0,193910002708435;0,19391000270843506
660000;0,1935950070619583;0,1935950070619583
690000;0,1932799965143203;0,19327999651432037
720000;0,1929650008678436;0,19296500086784363
750000;0,1926500052213668;0,19265000522136688
780000;0,1923349946737289;0,19233499467372894
810000;0,1920199990272522;0,1920199990272522
840000;0,1918099969625473;0,1918099969625473
870000;0,1914950013160705;0,19149500131607056
900000;0,1911800056695938;0,1911800056695938
930000;0,1908649951219558;0,19086499512195587
960000;0,1905499994754791;0,19054999947547913
990000;0,1902350038290023;0,19023500382900238
1020000;0,1899199932813644;0,18991999328136444
1050000;0,1897100061178207;0,18971000611782074
1080000;0,1893949955701828;0,1893949955701828
1110000;0,189079999923706;0,18907999992370605
1140000;0,1887650042772293;0,1887650042772293
1170000;0,1884499937295913;0,18844999372959137
1200000;0,1881349980831146;0,18813499808311462
1230000;0,1878200024366378;0,18782000243663788
1260000;0,1876100003719329;0,18761000037193298
1290000;0,1872950047254562;0,18729500472545624
1320000;0,1869799941778183;0,1869799941778183
1350000;0,1866649985313415;0,18666499853134155
1380000;0,1863500028848648;0,1863500028848648
1410000;0,186035007238388;0,18603500723838806
1440000;0,1857199966907501;0,18571999669075012
1470000;0,1855099946260452;0,18550999462604523
1500000;0,1851949989795684;0,18519499897956848
1530000;0,1848800033330917;0,18488000333309174
1560000;0,1845649927854538;0,1845649927854538
1590000;0,184249997138977;0,18424999713897705
1620000;0,1839350014925003;0,1839350014925003
1650000;0,1836200058460235;0,18362000584602356
1680000;0,1834100037813186;0,18341000378131866
1710000;0,1830949932336807;0,18309499323368073
1740000;0,1827799975872039;0,18277999758720398
1770000;0,1824650019407272;0,18246500194072723
1800000;0,1821500062942505;0,1821500062942505
1830000;0,1818349957466125;0,18183499574661255
1860000;0,1815200001001358;0,1815200001001358
1890000;0,1813099980354309;0,1813099980354309
1920000;0,1809950023889541;0,18099500238895416
1950000;0,1806800067424774;0,18068000674247742
1980000;0,1803649961948394;0,18036499619483948
2010000;0,1800500005483627;0,18005000054836273
2040000;0,179735004901886;0,179735004901886
2070000;0,179419994354248;0,17941999435424805
2100000;0,1792100071907043;0,17921000719070435
2130000;0,1788949966430664;0,1788949966430664
2160000;0,1785800009965896;0,17858000099658966
2190000;0,1782650053501129;0,17826500535011292
2220000;0,1779499948024749;0,17794999480247498
2250000;0,1776349991559982;0,17763499915599823
2280000;0,1773200035095214;0,17732000350952148
2310000;0,1771100014448166;0,1771100014448166
2340000;0,1767950057983398;0,17679500579833984
2370000;0,1764799952507019;0,1764799952507019
2400000;0,1761649996042251;0,17616499960422516
2430000;0,1758500039577484;0,1758500039577484
2460000;0,1755349934101104;0,17553499341011047
2490000;0,1752199977636337;0,17521999776363373
2520000;0,1750099956989288;0,17500999569892883
2550000;0,1746950000524521;0,1746950000524521
2580000;0,1743800044059753;0,17438000440597534
2610000;0,1740649938583374;0,1740649938583374
2640000;0,1737499982118606;0,17374999821186066
2670000;0,1734350025653839;0,1734350025653839
2700000;0,1731200069189071;0,17312000691890717
2730000;0,1729100048542022;0,17291000485420227
2760000;0,1725949943065643;0,17259499430656433
2790000;0,1722799986600875;0,17227999866008759
2820000;0,1719650030136108;0,17196500301361084
2850000;0,1716500073671341;0,1716500073671341
2880000;0,1713349968194961;0,17133499681949615
2910000;0,1710200011730194;0,1710200011730194
2940000;0,1708099991083145;0,17080999910831451
2970000;0,1704950034618377;0,17049500346183777
3000000;0,1701799929141998;0,17017999291419983
3030000;0,169864997267723;0,16986499726772308
3060000;0,1695500016212463;0,16955000162124634
3090000;0,1692350059747696;0,1692350059747696
3120000;0,1689199954271316;0,16891999542713165
3150000;0,1687099933624267;0,16870999336242676
3180000;0,16839499771595;0,16839499771595
3210000;0,1680800020694732;0,16808000206947327
3240000;0,1677650064229965;0,16776500642299652
3270000;0,1674499958753585;0,16744999587535858
3300000;0,1671350002288818;0,16713500022888184
3330000;0,1668200045824051;0,1668200045824051
3360000;0,1666100025177002;0,1666100025177002
3390000;0,1662950068712234;0,16629500687122345
3420000;0,1659799963235855;0,1659799963235855
3450000;0,1656650006771087;0,16566500067710876
3480000;0,165350005030632;0,16535000503063202
3510000;0,165034994482994;0,16503499448299408
3540000;0,1647199988365173;0,16471999883651733
3570000;0,1645099967718124;0,16450999677181244
3600000;0,1641950011253357;0,1641950011253357
3630000;0,1638800054788589;0,16388000547885895
3660000;0,163564994931221;0,163564994931221
3690000;0,1632499992847442;0,16324999928474426
3720000;0,1629350036382675;0,16293500363826752
3750000;0,1626199930906295;0,16261999309062958
3780000;0,1624100059270858;0,16241000592708588
3810000;0,1620949953794479;0,16209499537944794
3840000;0,1617799997329712;0,1617799997329712
3870000;0,1614650040864944;0,16146500408649445
3900000;0,1611499935388565;0,1611499935388565
3930000;0,1608349978923797;0,16083499789237976
3960000;0,160520002245903;0,16052000224590302
3990000;0,1603100001811981;0,16031000018119812
4020000;0,1599950045347213;0,15999500453472137
4050000;0,1596799939870834;0,15967999398708344
4080000;0,1593649983406067;0,1593649983406067
4110000;0,1590500026941299;0,15905000269412994
4140000;0,1587350070476532;0,1587350070476532
4170000;0,1584199965000152;0,15841999650001526
4200000;0,1582099944353103;0,15820999443531036
4230000;0,1578949987888336;0,15789499878883362
4260000;0,1575800031423568;0,15758000314235687
4290000;0,1572649925947189;0,15726499259471893
4320000;0,1569499969482422;0,1569499969482422
4350000;0,1566350013017654;0,15663500130176544
4380000;0,1563200056552887;0,1563200056552887
4410000;0,1561100035905838;0,1561100035905838
4440000;0,1557949930429458;0,15579499304294586
4470000;0,1554799973964691;0,15547999739646912
4500000;0,1551650017499923;0,15516500174999237
4530000;0,1548500061035156;0,15485000610351562
4560000;0,1545349955558776;0,15453499555587769
4590000;0,1542199999094009;0,15421999990940094
4620000;0,154009997844696;0,15400999784469604
4650000;0,1536950021982193;0,1536950021982193
4680000;0,1533800065517425;0,15338000655174255
4710000;0,1530649960041046;0,15306499600410461
4740000;0,1527500003576278;0,15275000035762787
4770000;0,1524350047111511;0,15243500471115112
4800000;0,1521199941635131;0,15211999416351318
4830000;0,1519100069999694;0,15191000699996948
4860000;0,1515949964523315;0,15159499645233154
4890000;0,1512800008058548;0,1512800008058548
4920000;0,150965005159378;0,15096500515937805
4950000;0,1506499946117401;0,1506499946117401
4980000;0,1503349989652633;0,15033499896526337
5010000;0,1500200033187866;0,15002000331878662
5040000;0,1498100012540817;0,14981000125408173
5070000;0,1494950056076049;0,14949500560760498
5100000;0,149179995059967;0,14917999505996704
5130000;0,1488649994134903;0,1488649994134903
5160000;0,1485500037670135;0,14855000376701355
5190000;0,1482349932193756;0,1482349932193756
5220000;0,1479199975728988;0,14791999757289886
5250000;0,1477099955081939;0,14770999550819397
5280000;0,1473949998617172;0,14739499986171722
5310000;0,1470800042152404;0,14708000421524048
5340000;0,1467649936676025;0,14676499366760254
5370000;0,1464499980211258;0,1464499980211258
5400000;0,146135002374649;0,14613500237464905
5430000;0,1458200067281723;0,1458200067281723
5460000;0,1456100046634674;0,1456100046634674
5490000;0,1452949941158294;0,14529499411582947
5520000;0,1449799984693527;0,14497999846935272
5550000;0,1446650028228759;0,14466500282287598
5580000;0,1443500071763992;0,14435000717639923
5610000;0,1440349966287613;0,1440349966287613
5640000;0,1437200009822845;0,14372000098228455
5670000;0,1435099989175796;0,14350999891757965
5700000;0,1431950032711029;0,1431950032711029
5730000;0,1428799927234649;0,14287999272346497
5760000;0,1425649970769882;0,14256499707698822
5790000;0,1422500014305114;0,14225000143051147
5820000;0,1419350057840347;0,14193500578403473
5850000;0,1416199952363968;0,1416199952363968
5880000;0,1414099931716919;0,1414099931716919
5910000;0,1410949975252151;0,14109499752521515
5940000;0,1407800018787384;0,1407800018787384
5970000;0,1404650062322616;0,14046500623226166
6000000;0,1401499956846237;0,14014999568462372
6030000;0,1398350000381469;0,13983500003814697
6060000;0,1395200043916702;0,13952000439167023
6090000;0,1393100023269653;0,13931000232696533
6120000;0,1389950066804886;0,1389950066804886
6150000;0,1386799961328506;0,13867999613285065
6180000;0,1383650004863739;0,1383650004863739
6210000;0,1380500048398971;0,13805000483989716
6240000;0,1377349942922592;0,13773499429225922
6270000;0,1374199986457824;0,13741999864578247
6300000;0,1372099965810775;0,13720999658107758
6330000;0,1368950009346008;0,13689500093460083
6360000;0,136580005288124;0,13658000528812408
6390000;0,1362649947404861;0,13626499474048615
6420000;0,1359499990940094;0,1359499990940094
6450000;0,1356350034475326;0,13563500344753265
6480000;0,1353199928998947;0,13531999289989471
6510000;0,135110005736351;0,135110005736351
6540000;0,134794995188713;0,13479499518871307
6570000;0,1344799995422363;0,13447999954223633
6600000;0,1341650038957595;0,13416500389575958
6630000;0,1338499933481216;0,13384999334812164
6660000;0,1335349977016449;0,1335349977016449
6690000;0,1332200020551681;0,13322000205516815
6720000;0,1330099999904632;0,13300999999046326
6750000;0,1326950043439865;0,1326950043439865
6780000;0,1323799937963485;0,13237999379634857
6810000;0,1320649981498718;0,13206499814987183
6840000;0,131750002503395;0,13175000250339508
6870000;0,1314350068569183;0,13143500685691833
6900000;0,1311199963092804;0,1311199963092804
6930000;0,1309099942445755;0,1309099942445755
6960000;0,1305949985980987;0,13059499859809875
6990000;0,130280002951622;0,130280002951622
7020000;0,1299650073051452;0,12996500730514526
7050000;0,1296499967575073;0,12964999675750732
7080000;0,1293350011110305;0,12933500111103058
7110000;0,1290200054645538;0,12902000546455383
7140000;0,1288100033998489;0,12881000339984894
7170000;0,128494992852211;0,128494992852211
7200000;0,1281799972057342;0,12817999720573425
7230000;0,1278650015592575;0,1278650015592575
7260000;0,1275500059127807;0,12755000591278076
7290000;0,1272349953651428;0,12723499536514282
7320000;0,126919999718666;0,12691999971866608
7350000;0,1267099976539611;0,12670999765396118
7380000;0,1263950020074844;0,12639500200748444
7410000;0,1260800063610077;0,1260800063610077
7440000;0,1257649958133697;0,12576499581336975
7470000;0,125450000166893;0,125450000166893
7500000;0,1251350045204162;0,12513500452041626
7530000;0,1248200014233589;0,12482000142335892
7560000;0,124609999358654;0,12460999935865402
7590000;0,1242950037121772;0,12429500371217728
7620000;0,1239800006151199;0,12398000061511993
7650000;0,1236649975180625;0,12366499751806259
7680000;0,1233500018715858;0,12335000187158585
7710000;0,1230349987745285;0,1230349987745285
7740000;0,1227200031280517;0,12272000312805176
7770000;0,1225100010633468;0,12251000106334686
7800000;0,1221949979662895;0,12219499796628952
7830000;0,1218800023198127;0,12188000231981277
7860000;0,1215649992227554;0,12156499922275543
7890000;0,1212500035762786;0,12125000357627869
7920000;0,1209350004792213;0,12093500047922134
7950000;0,120619997382164;0,120619997382164
7980000;0,1204100027680397;0,1204100027680397
8010000;0,1200949996709823;0,12009499967098236
8040000;0,119779996573925;0,11977999657392502
8070000;0,1194650009274482;0,11946500092744827
8100000;0,1191499978303909;0,11914999783039093
8130000;0,1188350021839141;0,11883500218391418
8160000;0,1185199990868568;0,11851999908685684
8190000;0,1183099970221519;0,11830999702215195
8220000;0,1179950013756752;0,1179950013756752
8250000;0,1176799982786178;0,11767999827861786
8280000;0,1173650026321411;0,11736500263214111
8310000;0,1170499995350837;0,11704999953508377
8340000;0,1167349964380264;0,11673499643802643
8370000;0,1164200007915496;0,11642000079154968
8400000;0,1162099987268447;0,11620999872684479
8430000;0,115895003080368;0,11589500308036804
8460000;0,1155799999833107;0,1155799999833107
8490000;0,1152649968862533;0,11526499688625336
8520000;0,1149500012397766;0,11495000123977661
8550000;0,1146349981427192;0,11463499814271927
8580000;0,1143200024962425;0,11432000249624252
8610000;0,1141100004315376;0,11411000043153763
8640000;0,1137949973344802;0,11379499733448029
8670000;0,1134800016880035;0,11348000168800354
8700000;0,1131649985909462;0,1131649985909462
8730000;0,1128500029444694;0,11285000294446945
8760000;0,1125349998474121;0,11253499984741211
8790000;0,1122199967503547;0,11221999675035477
8820000;0,1120100021362304;0,11201000213623047
8850000;0,1116949990391731;0,11169499903917313
8880000;0,1113800033926963;0,11138000339269638
8910000;0,111065000295639;0,11106500029563904
8940000;0,1107499971985817;0,1107499971985817
8970000;0,1104350015521049;0,11043500155210495
9000000;0,1101199984550476;0,11011999845504761
9030000;0,1099099963903427;0,10990999639034271
9060000;0,1095950007438659;0,10959500074386597
9090000;0,1092799976468086;0,10927999764680862
9120000;0,1089650020003318;0,10896500200033188
9150000;0,1086499989032745;0,10864999890327454
9180000;0,1083350032567977;0,10833500325679779
9210000;0,1080200001597404;0,10802000015974045
9240000;0,1078099980950355;0,10780999809503555
9270000;0,1074950024485588;0,10749500244855881
9300000;0,1071799993515014;0,10717999935150146
9330000;0,1068650037050247;0,10686500370502472
9360000;0,1065500006079673;0,10655000060796738
9390000;0,10623499751091;0,10623499751091003
9420000;0,1059200018644332;0,10592000186443329
9450000;0,1057099997997284;0,1057099997997284
9480000;0,105394996702671;0,10539499670267105
9510000;0,1050800010561943;0,1050800010561943
9540000;0,1047649979591369;0,10476499795913696
9570000;0,1044500023126602;0,10445000231266022
9600000;0,1041349992156028;0,10413499921560287
9630000;0,1038200035691261;0,10382000356912613
9660000;0,1036100015044212;0,10361000150442123
9690000;;0,10329499840736389
9720000;;0,10298000276088715
9750000;;0,1026649996638298
9780000;;0,10234999656677246
9810000;;0,10203500092029572
9840000;;0,10171999782323837
9870000;;0,10151000320911407
9900000;;0,10119500011205673
9930000;;0,10087999701499939
9960000;;0,10056500136852264
9990000;;0,1002499982714653
