Step;sac_expanded;droQ_expanded;ppo_expanded;ppg_expanded
30000;1,2971726655960083;1,2881635427474976;1,419061303138733;1,419355869293213
60000;1,2967242002487185;1,2862074375152588;1,4185882806777954;1,4209483861923218
90000;1,2972042560577393;1,2848541736602783;1,4155203104019165;1,4220951795578003
120000;1,2952039241790771;1,282456398010254;1,4125171899795532;1,4237408638000488
150000;1,279069423675537;1,2825900316238403;1,4097071886062622;1,42560613155365
180000;1,2654657363891602;1,2793262004852295;1,4062480926513672;1,4277570247650146
210000;1,2414058446884155;1,2763503789901731;1,4022700786590576;1,4295114278793335
240000;1,1864110231399536;1,269157886505127;1,3986481428146362;1,4314793348312378
270000;1,1177078485488892;1,257763147354126;1,3969099521636963;1,4330276250839233
300000;1,0046207904815674;1,2426607608795166;1,3943806886672974;1,4342851638793945
330000;0,8787316679954529;1,232814073562622;1,3921538591384888;1,435420036315918
360000;0,7257401943206787;1,1805514097213743;1,3899177312850952;1,43639075756073
390000;0,6577755212783813;1,1565619707107544;1,3877476453781128;1,436363935470581
420000;0,5655790567398071;1,101575255393982;1,3859628438949585;1,4359127283096313
450000;0,4057072401046753;1,045321345329285;1,3855403661727903;1,4351879358291626
480000;0,2634168863296509;1,0369523763656616;1,38638174533844;1,4344346523284912
510000;0,2134385406970977;0,979032576084137;1,3876547813415527;1,4333231449127197
540000;0,205309048295021;0,9519117474555968;1,388724684715271;1,4319366216659546
570000;0,1927011460065841;0,8871696591377258;1,3890653848648071;1,430323600769043
600000;0,0823848694562912;0,8997769951820374;1,3892406225204468;1,4276139736175537
630000;0,1807883977890014;0,8474363684654236;1,3894973993301392;1,4261507987976074
660000;0,297848641872406;0,824543833732605;1,3887944221496582;1,4247466325759888
690000;0,3816871047019958;0,7913782000541687;1,3892394304275513;1,4237674474716187
720000;0,4306516349315643;0,7505972385406494;1,3892871141433716;1,4215606451034546
750000;0,4808900952339172;0,7583023309707642;1,3894758224487305;1,419703483581543
780000;0,5058483481407166;0,729467511177063;1,389310359954834;1,4192407131195068
810000;0,4574201107025146;0,6686733365058899;1,3893487453460691;1,4197510480880737
840000;0,4430125951766968;0,7712891697883606;1,389728307723999;1,419952630996704
870000;0,4486511051654815;0,7838772535324097;1,3892112970352173;1,4201149940490723
900000;0,4779839813709259;0,7923845052719116;1,3882231712341309;1,4203466176986694
930000;0,5340740084648132;0,8176915645599365;1,387373924255371;1,420676350593567
960000;0,5854498147964478;0,7630390524864197;1,3866760730743408;1,4209742546081543
990000;0,5480687618255615;0,7502182722091675;1,38542377948761;1,4210110902786255
1020000;0,5502188205718994;0,7463476061820984;1,3842313289642334;1,4211119413375854
1050000;0,5513107180595398;0,7389040589332581;1,3824220895767212;1,4184935092926025
1080000;0,5412589907646179;0,7294429540634155;1,3796234130859375;1,4134161472320557
1110000;0,5764790177345276;0,6966996192932129;1,3777905702590942;1,4113669395446777
1140000;0,5962041616439819;0,6980924606323242;1,375463843345642;1,4098259210586548
1170000;0,5855437517166138;0,7154145240783691;1,373214602470398;1,4085818529129028
