Step;sac_expanded;droQ_expanded;ppo_expanded;ppg_expanded
30000;4,644999027252197;4,92921781539917;1,7595114707946775;2,195831060409546
60000;0,9054521322250366;0,9940335154533386;1,6905412673950195;2,677680730819702
90000;0,8516393899917603;1,3180369138717651;1,3211935758590698;2,4031951427459717
120000;0,707109272480011;1,3544491529464722;1,069172501564026;2,0075714588165283
150000;0,7507773041725159;1,3138123750686646;0,7344319224357605;1,5289013385772705
180000;0,519053041934967;1,1708825826644895;0,5818386077880859;1,253562331199646
210000;0,4009727537631988;1,0149145126342771;0,5398858189582825;1,0592232942581177
240000;0,3645173013210296;0,8801537752151489;0,3933001160621643;0,8161278963088989
270000;0,2710811793804168;0,8498809933662415;0,3532913029193878;0,63325035572052
300000;0,2238726019859314;0,7090837955474854;0,3008000254631042;0,5388279557228088
330000;0,1851369887590408;0,589540958404541;0,285595178604126;0,45627596974372864
360000;0,2538256347179413;0,5037723183631897;0,2906000316143036;436,3665466308594
390000;0,1242943629622459;0,4170328080654144;0,2490114718675613;1,0577634572982788
420000;0,1130270436406135;0,35920250415802;0,2608525156974792;0,9529901146888733
450000;0,105757750570774;0,3120408952236175;0,3005375564098358;0,9186461567878723
480000;0,0901891887187957;0,2602884173393249;0,284589558839798;0,6692603826522827
510000;0,080519899725914;0,2243250012397766;0,2897244691848755;0,7632213830947876
540000;0,0756785944104194;0,1962246894836425;0,2821663618087768;0,8083887100219727
570000;0,1045346185564994;0,1664810925722122;0,347085028886795;0,9223547577857971
600000;0,051539197564125;0,144399881362915;0,298635333776474;0,6011307239532471
630000;0,3648811876773834;0,1276297271251678;0,2507865130901336;0,656033456325531
660000;0,0557478554546833;0,1094917729496955;0,2552874684333801;0,6097484230995178
690000;0,08208929002285;0,0984035357832908;0,3311478793621063;336,8160095214844
720000;0,060735784471035;0,0824567154049873;0,2566267549991607;12,314001083374023
750000;0,1171851158142089;0,0723689571022987;0,2813276052474975;4,891414642333984
780000;0,1366332918405532;0,0703155100345611;0,2718468904495239;2,476715326309204
810000;0,0957561358809471;0,0633182600140571;0,3123929798603058;2,086994171142578
840000;0,145531877875328;0,0627142041921615;0,329140692949295;1,6077241897583008
870000;0,1788039952516555;0,0609832964837551;0,4706207811832428;0,9925758242607117
900000;0,2050124555826187;0,0570887736976146;0,3899684846401214;1,378670334815979
930000;0,3137737214565277;0,0488589219748973;0,6368567943572998;1,6981523036956787
960000;0,4049659371376037;0,0499301552772522;0,8522365093231201;1,2160500288009644
990000;0,4812939465045929;0,0439409539103508;1,01359760761261;1,2725404500961304
1020000;0,6488516330718994;0,0381197668612003;1,2122803926467896;215,27316284179688
1050000;0,8600746989250183;0,0358990617096424;1,4441534280776978;32,31242370605469
1080000;1,0706167221069336;0,0342123545706272;1,7589963674545288;5,14060115814209
1110000;1,319999933242798;0,0287411343306303;1,7015280723571775;3,6385457515716553
1140000;1,674992918968201;0,028560871258378;2,249696016311645;3,1258227825164795
1170000;1,898673295974732;0,0274359751492738;3,1193735599517822;2,9285576343536377
1200000;2,173394203186035;0,0276610571891069;3,710146427154541;2,4667530059814453
1230000;2,5766754150390625;0,0287913884967565;5,307982921600342;2,1458492279052734
1260000;2,748953342437744;0,0295588355511426;6,062211990356445;2,6169919967651367
1290000;3,1663026809692383;0,0332043059170246;6,74452018737793;2,54367995262146
1320000;3,0811097621917725;0,0353408902883529;8,006488800048828;2,299639940261841
1350000;3,316027879714966;0,0395279787480831;9,662151336669922;108,92269134521484
1380000;3,3734676837921143;0,0427718721330165;9,789770126342772;16,997541427612305
1410000;3,176807403564453;0,0521789155900478;9,140305519104004;6,111069679260254
1440000;3,315316915512085;0,0717693790793418;7,908655643463135;4,1881842613220215
1470000;3,152006864547729;0,081773355603218;10,628473281860352;4,079314231872559
1500000;2,9409642219543457;0,1188178434967994;13,222187995910645;4,774233818054199
1530000;2,800982713699341;0,1645334064960479;18,1647891998291;4,02101469039917
1560000;2,852162599563598;0,2208104431629181;15,030773162841797;6,279447555541992
1590000;2,702723979949951;0,3232477903366089;12,549433708190918;7,128599166870117
1620000;2,739164113998413;0,4157845675945282;16,018335342407227;7,903685569763184
1650000;2,55634880065918;0,6044932007789612;18,713285446166992;8,661375045776367
1680000;2,6544978618621826;0,8021084070205688;20,835325241088867;6,600944995880127
1710000;2,6456594467163086;1,010592699050903;23,817615509033203;133,3753204345703
1740000;2,557527542114258;1,3638983964920044;29,308523178100582;16,46480369567871
1770000;2,523579835891724;1,696855068206787;30,498371124267575;11,072826385498047
