Step;sac_expanded;droQ_expanded
3450000;374,3820190429688;360,3019714355469
3480000;378,97467041015625;352,52789306640625
3510000;374,7961730957031;352,0959167480469
3540000;377,4667663574219;359,1888732910156
3570000;382,3950805664063;359,5082702636719
3600000;380,6263122558594;361,4499816894531
3630000;375,89837646484375;363,06817626953125
3660000;339,2394104003906;360,40325927734375
3690000;364,2133483886719;361,2857666015625
3720000;367,2524108886719;366,1524963378906
3750000;378,4246215820313;362,89215087890625
3780000;407,4959411621094;367,94989013671875
3810000;388,9350891113281;371,2762451171875
3840000;389,3070068359375;374,3764343261719
3870000;385,8829956054688;376,6665344238281
3900000;385,8841857910156;373,73992919921875
3930000;400,5612487792969;380,7797546386719
3960000;410,2594909667969;375,6247253417969
3990000;417,8989562988281;378,5624084472656
4020000;299,5204162597656;380,92803955078125
4050000;404,4954528808594;377,18414306640625
4080000;422,1239929199219;376,19842529296875
4110000;424,5022277832031;372,7078857421875
4140000;411,8703918457031;385,5960388183594
4170000;385,4308166503906;385,7625732421875
4200000;373,0260009765625;380,9755554199219
4230000;393,0341796875;377,91351318359375
4260000;386,41845703125;381,0330810546875
4290000;396,5732421875;383,1539001464844
4320000;396,1681823730469;387,5625305175781
4350000;388,9063720703125;384,22705078125
4380000;399,2091979980469;387,2755126953125
4410000;407,7800903320313;390,3853759765625
4440000;425,70501708984375;389,46148681640625
4470000;416,7705383300781;385,9018859863281
4500000;423,8695068359375;387,8596496582031
4530000;408,3917236328125;392,4653625488281
4560000;406,5280456542969;383,0785217285156
4590000;416,3785095214844;386,4133605957031
4620000;390,4595642089844;389,4117736816406
4650000;428,8850708007813;393,6548156738281
4680000;431,93072509765625;386,0718994140625
4710000;449,6780395507813;398,7019348144531
4740000;428,4649963378906;403,7563781738281
4770000;420,7405395507813;401,3837890625
4800000;442,4529724121094;397,5321044921875
4830000;443,45062255859375;396,1180419921875
4860000;447,4053955078125;397,3416748046875
4890000;447,4178771972656;400,4789733886719
4920000;453,3560485839844;404,2767639160156
4950000;447,8891296386719;399,82537841796875
4980000;423,72607421875;401,8920593261719
