Step;sac_expanded;droQ_expanded
2700000;0,0245713405311107;0,015080883167684078
2730000;0,0251392908394336;0,014998932369053364
2760000;0,0246540904045104;0,015090183354914188
2790000;0,0241537485271692;0,015177784487605095
2820000;0,0236231796443462;0,015432387590408325
2850000;0,0232158713042736;0,015360035933554173
2880000;0,0226678792387247;0,01499057188630104
2910000;0,0221663005650043;0,015032580122351646
2940000;0,0212521087378263;0,01504199206829071
2970000;0,0211820732802152;0,015051824040710926
3000000;0,021370681002736;0,01491479016840458
3030000;0,0218562986701726;0,015176919288933277
3060000;0,020920418202877;0,016154855489730835
3090000;0,0209550447762012;0,01654411107301712
3120000;0,0217984393239021;0,016384102404117584
3150000;0,0222650337964296;0,016412220895290375
3180000;0,0225491039454936;0,01639510504901409
3210000;0,0237261988222599;0,016472909599542618
3240000;0,0245871096849441;0,01658862642943859
3270000;0,025122070685029;0,016197750344872475
3300000;0,0251754373311996;0,016254670917987823
3330000;0,0243764445185661;0,01682218909263611
3360000;0,0249469578266143;0,016646647825837135
3390000;0,0252070073038339;0,016252854838967323
3420000;0,0253931954503059;0,016494834795594215
3450000;0,0254832860082387;0,016011139377951622
3480000;0,025076501071453;0,016090046614408493
3510000;0,0245904605835676;0,016287516802549362
3540000;0,0241688229143619;0,015980208292603493
3570000;0,0239715222269296;0,015830978751182556
3600000;0,024024125188589;0,01598965935409069
3630000;0,0236844420433044;0,015877455472946167
3660000;0,0238199867308139;0,016321133822202682
3690000;0,0245443768799304;0,015925947576761246
3720000;0,0239784903824329;0,016335193067789078
3750000;0,0236322749406099;0,01554883737117052
3780000;0,0236006639897823;0,01598573662340641
3810000;0,0238909795880317;0,016263777390122414
3840000;0,0244335867464542;0,01593518629670143
3870000;0,023642586544156;0,016116583719849586
3900000;0,0241389516741037;0,016416626051068306
3930000;0,0243067145347595;0,01598024182021618
3960000;0,0252099558711051;0,01604526676237583
3990000;0,0256796590983867;0,016022315248847008
4020000;0,0268222447484731;0,015668736770749092
4050000;0,0269993636757135;0,015853483229875565
4080000;0,0271299500018358;0,01605853997170925
4110000;0,0273757483810186;0,016679735854268074
4140000;0,0277060810476541;0,01640617847442627
4170000;0,0277861040085554;0,016546545550227165
4200000;0,0277340654283761;0,016214990988373756
4230000;0,0284286104142665;0,015776008367538452
4260000;0,0290395598858594;0,016079634428024292
4290000;0,0298314541578292;0,016413936391472816
4320000;0,0296598132699728;0,016274956986308098
4350000;0,0302073899656534;0,01590462401509285
4380000;0,0291304513812065;0,01664336398243904
4410000;0,0296039897948503;0,0166596882045269
4440000;0,029853431507945;0,01678866520524025
4470000;0,0283382926136255;0,01656818576157093
4500000;0,0293149668723344;0,016739586368203163
4530000;0,0290312673896551;0,01683628186583519
4560000;0,0294469650834798;0,016943858936429024
4590000;0,0300768669694662;0,017218884080648422
4620000;0,0294505842030048;0,017476486042141914
4650000;0,0293614380061626;0,017587371170520782
4680000;0,0293690394610166;0,017345407977700233
4710000;0,0298542529344558;0,017101937904953957
4740000;0,028841346502304;0,016448264941573143
4770000;0,0282932519912719;0,01639898307621479
4800000;0,028332931920886;0,016431080177426338
4830000;0,0284904967993497;0,016277531161904335
4860000;0,0287109389901161;0,016485050320625305
4890000;0,0289388690143823;0,016562633216381073
4920000;0,0289474781602621;0,016643939539790154
4950000;0,029256522655487;0,01677560806274414
4980000;0,0298267193138599;0,016571108251810074
