Step;sac_expanded_looking;droQ_expanded_looking
2550000;12,022555351257324;8,306425094604492
2580000;13,129064559936523;8,181720733642578
2610000;12,920853614807127;8,03113842010498
2640000;12,853873252868652;7,940098285675049
2670000;12,82890796661377;7,591760158538818
2700000;12,46042823791504;7,941494464874268
2730000;12,035478591918944;7,488632678985596
2760000;11,737444877624512;7,059971809387207
2790000;11,272329330444336;6,966017246246338
2820000;10,821352005004885;6,928151607513428
2850000;10,426799774169922;7,039557456970215
2880000;10,161687850952148;6,80255126953125
2910000;10,08478832244873;6,558578968048096
2940000;9,95034408569336;6,092594146728516
2970000;9,300759315490724;6,161914825439453
3000000;9,43014144897461;5,634269714355469
3030000;9,211383819580078;5,1189188957214355
3060000;8,975602149963379;5,5185394287109375
3090000;8,792360305786133;5,24597692489624
3120000;8,592326164245605;5,327882766723633
3150000;8,404596328735352;7,373366832733154
3180000;8,264479637145996;7,751904487609863
3210000;8,242076873779297;7,029089450836182
3240000;8,23965835571289;6,688539028167725
3270000;8,152742385864258;7,242799282073975
3300000;8,08726692199707;7,4177045822143555
3330000;7,988505840301514;7,104895114898682
3360000;7,850678443908691;6,348644733428955
3390000;7,71767520904541;6,8799943923950195
3420000;7,6573967933654785;6,408474445343018
3450000;7,527890205383301;6,346428871154785
3480000;7,216152667999268;6,944882392883301
3510000;7,215209484100342;6,371810436248779
3540000;7,064981937408447;5,949728488922119
3570000;6,957223892211914;6,32735013961792
3600000;6,851212501525879;6,33881950378418
3630000;6,799239158630371;5,781229496002197
3660000;6,940207004547119;6,433736801147461
3690000;7,111513614654541;5,768644332885742
3720000;7,393611907958984;6,044249534606934
3750000;7,594891548156738;5,62156343460083
3780000;7,709361553192139;5,877097129821777
3810000;7,7756028175354;5,20367956161499
3840000;7,823681354522705;5,583392143249512
3870000;7,852889537811279;5,739137649536133
3900000;7,90120267868042;5,211380958557129
3930000;7,908375740051269;5,913771152496338
3960000;8,047715187072754;5,112393379211426
3990000;8,139562606811523;5,345669746398926
4020000;8,180521965026855;5,591179370880127
4050000;8,34402084350586;5,623448371887207
4080000;8,454224586486816;5,334902286529541
4110000;8,550789833068848;4,986237049102783
4140000;8,639669418334961;5,46947717666626
4170000;8,70537281036377;5,096105575561523
4200000;8,57523250579834;5,174983024597168
4230000;8,898832321166992;5,238640785217285
4260000;9,263849258422852;4,447074890136719
4290000;9,259303092956545;4,8354692459106445
4320000;9,254185676574709;5,450309753417969
4350000;9,370244979858398;4,936191558837891
4380000;9,427730560302734;5,63078498840332
4410000;9,651251792907717;5,042652606964111
4440000;9,704012870788574;4,666312217712402
4470000;9,784784317016602;4,934863090515137
4500000;10,655643463134766;4,543154239654541
4530000;10,986833572387695;5,1612372398376465
4560000;11,284835815429688;4,647927761077881
4590000;11,28634262084961;5,528903484344482
4620000;11,043088912963867;4,928109169006348
4650000;11,069507598876951;5,630178451538086
4680000;11,048398971557615;6,130728244781494
4710000;10,78759765625;5,333370208740234
4740000;10,760897636413574;5,233381748199463
4770000;10,683670997619627;5,203343391418457
4800000;10,608445167541504;5,774970054626465
4830000;10,518366813659668;4,8901567459106445
4860000;10,386425018310549;5,089941024780273
4890000;10,195412635803224;4,914502143859863
4920000;10,080792427062988;4,602917194366455
4950000;9,843010902404783;5,504908561706543
4980000;9,601874351501465;5,270122528076172
5010000;9,519830703735352;5,220221042633057
5040000;9,368669509887695;5,430875778198242
5070000;9,543356895446776;4,784839153289795
5100000;9,354190826416016;4,986790657043457
5130000;9,31145191192627;4,718800067901611
5160000;6,286031246185303;4,669360160827637
5190000;8,584687232971191;5,388808727264404
5220000;8,433099746704102;5,146975994110107
5250000;8,759406089782715;5,080404758453369
5280000;9,144291877746582;5,490756034851074
5310000;10,114405632019045;5,508224964141846
5340000;10,466556549072266;5,425728797912598
5370000;10,876211166381836;5,639077663421631
5400000;10,794448852539062;5,005712985992432
5430000;10,824331283569336;5,047569751739502
5460000;10,843170166015623;5,326675891876221
5490000;10,730304718017578;5,445246696472168
5520000;10,831637382507324;5,11506462097168
5550000;11,129473686218262;5,034317493438721
5580000;11,247014999389648;5,0559611320495605
5610000;11,529139518737791;5,124074459075928
5640000;11,905040740966797;5,312727451324463
5670000;12,240962028503418;5,603911399841309
5700000;12,493237495422363;5,227107048034668
5730000;12,45362949371338;4,8007330894470215
5760000;12,607072830200195;4,895781517028809
5790000;12,894105911254885;5,709362983703613
5820000;13,232579231262209;6,313473224639893
5850000;13,004324913024902;5,56137752532959
5880000;11,987945556640623;5,7767653465271
5910000;11,766186714172363;5,42067813873291
5940000;11,884475708007812;6,724773406982422
5970000;11,990276336669922;6,3626909255981445
6000000;12,081914901733398;6,583059787750244
6030000;11,583346366882324;6,264893531799316
6060000;11,25111484527588;6,582533836364746
6090000;11,43978214263916;6,500341892242432
6120000;11,851400375366213;7,17462682723999
6150000;12,0602445602417;6,78753662109375
6180000;12,041688919067385;6,162438869476318
6210000;12,318886756896973;6,170770168304443
6240000;12,430012702941896;6,808078289031982
6270000;12,824014663696287;6,850593566894531
6300000;13,564069747924805;6,742851257324219
6330000;13,98932647705078;6,182214260101318
6360000;14,166193962097168;6,645445823669434
6390000;14,29743766784668;6,672224044799805
6420000;14,285008430480955;6,22840690612793
6450000;14,208914756774902;6,775688648223877
6480000;13,87613582611084;6,845677852630615
6510000;13,486932754516602;6,467483043670654
6540000;13,817060470581056;6,488310813903809
6570000;13,662501335144045;6,7905378341674805
6600000;13,609869956970217;6,5090813636779785
6630000;13,72551727294922;6,636497497558594
6660000;13,911758422851562;6,517509460449219
6690000;14,18738079071045;6,584039688110352
6720000;14,11398696899414;6,690242767333984
6750000;14,031163215637209;6,3135857582092285
6780000;13,880518913269045;6,145075798034668
6810000;13,743181228637695;6,385714530944824
6840000;13,600824356079102;6,503617286682129
6870000;13,22400951385498;6,6811747550964355
6900000;13,099559783935549;6,403660297393799
6930000;13,285822868347168;6,270783424377441
6960000;13,672164916992188;6,447423458099365
6990000;13,690998077392578;6,354061603546143
7020000;13,830994606018066;6,286893367767334
7050000;14,455267906188965;6,844770431518555
7080000;14,359383583068848;6,547480583190918
7110000;14,231151580810549;6,884256839752197
7140000;14,13760471343994;6,621616363525391
7170000;14,14919376373291;6,942490577697754
7200000;13,937250137329102;7,243739604949951
7230000;14,585012435913086;7,349915981292725
7260000;14,912775039672852;7,5253777503967285
7290000;15,563643455505373;7,161261558532715
7320000;15,81431007385254;7,556664943695068
7350000;15,42050552368164;7,365209579467773
7380000;14,130666732788086;7,673932075500488
7410000;13,841705322265623;7,327211380004883
7440000;13,81973361968994;7,314052581787109
7470000;13,691021919250488;7,522549152374268
7500000;13,455026626586914;7,5059967041015625
7530000;13,700420379638672;7,393346309661865
7560000;13,41660499572754;7,666802406311035
7590000;13,69167423248291;7,4248366355896
7620000;13,073187828063965;7,3801679611206055
7650000;13,222189903259276;6,957149982452393
7680000;13,479050636291504;7,349830627441406
7710000;13,612354278564451;7,294198036193848
7740000;13,295660018920898;6,7154083251953125
7770000;13,97081184387207;7,049954414367676
7800000;13,855942726135254;7,31564474105835
7830000;14,005529403686523;7,544569492340088
7860000;14,380841255187988;7,205388069152832
7890000;14,579803466796877;7,286818981170654
7920000;14,227279663085938;7,593143939971924
7950000;13,879678726196287;6,979891300201416
7980000;14,091546058654783;7,236231803894043
8010000;14,338704109191896;7,028963565826416
8040000;14,352070808410645;7,3472371101379395
8070000;14,641844749450684;7,277252197265625
8100000;14,970545768737791;7,608551502227783
8130000;14,185545921325684;7,5294013023376465
8160000;13,509302139282228;7,356250762939453
8190000;14,427258491516112;7,110413074493408
8220000;15,134931564331056;7,414083480834961
8250000;15,147379875183104;7,648428440093994
8280000;14,65183925628662;-2142,889892578125
8310000;13,597740173339844;4,216103553771973
8340000;13,333452224731444;4,198482990264893
8370000;13,559378623962402;4,022558689117432
8400000;13,341681480407717;3,7479820251464844
8430000;12,796257972717283;3,5329606533050537
8460000;12,619240760803224;3,8273062705993652
8490000;12,477378845214844;3,987144708633423
8520000;12,100116729736328;3,9963629245758057
8550000;12,371183395385742;4,003068447113037
8580000;12,176259994506836;4,051340103149414
8610000;12,098515510559082;3,7599499225616455
8640000;11,959781646728516;4,051390647888184
8670000;11,628196716308594;3,9064536094665527
8700000;11,49979305267334;4,243412971496582
8730000;10,991353034973145;4,3055644035339355
8760000;10,418513298034668;4,43814754486084
8790000;10,396506309509276;4,659145832061768
8820000;9,676618576049805;4,761852741241455
8850000;9,693371772766112;4,708652973175049
8880000;9,627972602844238;5,078718185424805
8910000;9,167424201965332;4,947328567504883
8940000;8,905308723449707;4,9084248542785645
8970000;8,509209632873535;4,99721622467041
9000000;8,153373718261719;4,763680458068848
9030000;8,140499114990234;5,23658561706543
9060000;8,37078857421875;5,627961158752441
9090000;8,25383472442627;5,508661270141602
9120000;8,441069602966309;5,742515563964844
9150000;8,139087677001953;5,935734272003174
9180000;8,314005851745605;5,896516799926758
9210000;8,376372337341309;6,2560272216796875
9240000;8,46481990814209;6,536343574523926
9270000;8,810294151306152;6,556602954864502
9300000;8,826580047607422;6,534940242767334
9330000;8,798338890075684;6,806010723114014
9360000;8,550150871276855;6,69162654876709
9390000;8,686514854431152;6,798996925354004
9420000;8,945610046386719;6,744056224822998
9450000;8,997116088867188;6,708362102508545
9480000;9,21041488647461;6,5307536125183105
9510000;9,232220649719238;7,021407127380371
9540000;9,45637321472168;7,009714126586914
9570000;9,43043613433838;7,092337131500244
9600000;9,602258682250977;7,409137725830078
9630000;10,031017303466797;7,281635284423828
9660000;10,05714511871338;7,015382289886475
9690000;10,074104309082031;7,324507236480713
9720000;10,237261772155762;7,284237384796143
9750000;10,033392906188965;7,59938383102417
9780000;10,433101654052734;7,659358501434326
9810000;10,41305160522461;7,699177265167236
9840000;10,42319393157959;8,575129508972168
9870000;10,618940353393556;8,526997566223145
9900000;10,755593299865724;8,725075721740723
9930000;10,753649711608888;9,179211616516113
9960000;11,01774787902832;9,058795928955078
9990000;10,906424522399902;9,204821586608887
10020000;10,905570030212402;9,121720314025879
10050000;11,03842067718506;9,203495025634766
10080000;11,30555820465088;9,383840560913086
10110000;11,438611030578612;9,397285461425781
10140000;11,704623222351074;9,352437973022461
10170000;11,791335105895996;9,748764991760254
10200000;11,660712242126465;9,903426170349121
10230000;11,31126880645752;9,896930694580078
10260000;11,4061861038208;10,187226295471191
10290000;11,56556797027588;10,186222076416016
10320000;11,50361442565918;10,305480003356934
10350000;11,825517654418944;9,994760513305664
10380000;11,71063232421875;10,426621437072754
10410000;11,694504737854004;10,351202964782715
10440000;11,870171546936035;10,369235038757324
10470000;11,827264785766602;10,34847640991211
10500000;12,406095504760742;10,662577629089355
10530000;12,53700828552246;10,943251609802246
10560000;12,588505744934082;11,176373481750488
10590000;12,71786880493164;11,240931510925293
10620000;12,876203536987305;11,461053848266602
10650000;12,666976928710938;11,505227088928223
10680000;12,982342720031738;11,784879684448242
10710000;12,446481704711914;11,6842622756958
10740000;11,972295761108398;11,900799751281738
10770000;12,114948272705078;12,056063652038574
10800000;12,247564315795898;12,25926685333252
10830000;12,412163734436035;12,50268268585205
10860000;12,451457977294922;12,495126724243164
10890000;12,706380844116213;12,297259330749512
10920000;12,617758750915527;11,987975120544434
10950000;12,566823959350586;12,92899227142334
10980000;12,668145179748535;12,503264427185059
11010000;12,737467765808104;12,446338653564453
11040000;12,945171356201172;12,417725563049316
11070000;12,84887409210205;12,847302436828613
11100000;13,395967483520508;12,7108154296875
11130000;13,373202323913574;12,941500663757324
11160000;13,297560691833496;12,220328330993652
11190000;12,543919563293455;12,569210052490234
11220000;12,813405990600586;12,273508071899414
11250000;12,855711936950684;12,269841194152832
11280000;12,929662704467772;12,467733383178711
11310000;12,94149684906006;12,013490676879883
11340000;12,935988426208496;12,350334167480469
11370000;12,861686706542969;12,581400871276855
11400000;12,971330642700195;12,486381530761719
11430000;12,94858741760254;12,630967140197754
11460000;12,883733749389648;12,71548080444336
11490000;12,668197631835938;12,663511276245117
11520000;12,602102279663086;12,764639854431152
11550000;12,8927583694458;13,011651039123535
11580000;13,065104484558104;12,910536766052246
11610000;13,290593147277832;13,064262390136719
11640000;13,483367919921877;12,887945175170898
11670000;13,76284408569336;12,994707107543945
11700000;13,362433433532717;13,209442138671875
11730000;13,251935005187988;12,935521125793457
11760000;13,36351203918457;12,662920951843262
11790000;13,531747817993164;13,29737663269043
11820000;13,952485084533691;12,885263442993164
11850000;14,219806671142578;12,860316276550293
11880000;14,163725852966309;12,768301963806152
11910000;14,36635398864746;12,64600658416748
11940000;14,491986274719238;12,724892616271973
11970000;14,76186752319336;12,7484712600708
12000000;14,812090873718262;12,55626392364502
12030000;15,176584243774414;13,012690544128418
12060000;14,843111038208008;12,948171615600586
12090000;14,936482429504396;13,013596534729004
12120000;14,540776252746582;13,419201850891113
12150000;14,5359468460083;12,984037399291992
12180000;14,562067985534668;12,994980812072754
12210000;14,832245826721191;13,026228904724121
12240000;14,398080825805664;13,052288055419922
12270000;14,261119842529297;12,953068733215332
12300000;14,329937934875488;13,682592391967773
12330000;13,666366577148438;13,567410469055176
12360000;13,593255043029783;13,692943572998047
12390000;13,354689598083496;13,945600509643555
12420000;13,298542976379396;13,71394157409668
12450000;13,373662948608398;13,96230697631836
12480000;13,347281455993652;14,361896514892578
12510000;13,676560401916504;14,01323413848877
12540000;13,868277549743652;13,997720718383789
12570000;13,946056365966797;14,062646865844727
12600000;13,92538070678711;14,445840835571289
12630000;14,24524211883545;14,431385040283203
12660000;14,116759300231934;13,96630859375
12690000;13,638875007629396;15,017956733703613
12720000;13,017056465148926;14,477816581726074
12750000;12,67532444000244;14,15261459350586
12780000;12,616018295288086;14,453977584838867
12810000;12,43642234802246;13,583202362060547
12840000;11,951953887939451;13,682398796081543
12870000;11,316831588745115;13,289730072021484
12900000;11,300980567932127;13,48684310913086
12930000;11,087793350219728;13,131691932678223
12960000;10,786276817321776;12,955801010131836
12990000;10,337139129638672;13,078001976013184
13020000;10,394567489624023;15,510479927062988
13050000;10,21500301361084;16,022289276123047
13080000;10,084489822387695;16,065690994262695
13110000;9,914312362670898;15,52861499786377
13140000;10,369811058044434;14,937564849853516
13170000;10,44344711303711;14,392536163330078
13200000;10,482797622680664;14,284646034240723
13230000;10,54768180847168;13,691203117370605
13260000;10,597585678100586;13,377861976623535
13290000;10,648019790649414;13,09278678894043
13320000;10,235261917114258;12,664528846740723
13350000;9,435086250305176;12,584596633911133
13380000;9,928444862365724;12,261151313781738
13410000;10,545943260192873;11,883180618286133
13440000;10,322453498840332;11,944208145141602
13470000;10,325278282165527;11,629487037658691
13500000;10,347434997558594;11,648981094360352
13530000;10,283371925354004;12,04703426361084
13560000;10,448992729187012;11,362786293029785
13590000;10,456857681274414;12,149731636047363
13620000;10,27610969543457;11,580229759216309
13650000;10,485658645629885;11,761431694030762
13680000;10,612992286682127;12,118671417236328
13710000;10,66318702697754;11,521987915039062
13740000;10,78425407409668;11,57266902923584
13770000;10,618978500366213;11,539064407348633
13800000;10,732064247131348;11,43127155303955
13830000;10,903987884521484;11,503976821899414
13860000;10,779848098754885;11,528852462768555
13890000;10,916003227233888;11,539628028869629
13920000;10,960407257080078;11,556681632995605
13950000;11,126153945922852;11,805903434753418
13980000;11,140053749084473;11,812908172607422
14010000;10,24309539794922;12,140924453735352
14040000;9,445474624633787;11,906972885131836
14070000;9,250642776489258;12,056796073913574
14100000;9,421953201293944;12,110573768615723
14130000;9,13783836364746;12,469388008117676
14160000;9,011079788208008;12,076744079589844
14190000;9,17328929901123;12,35050106048584
14220000;8,99227523803711;12,210373878479004
14250000;9,019537925720217;13,045397758483887
14280000;9,014019012451172;12,932316780090332
14310000;8,888192176818848;13,134428024291992
14340000;8,973359107971191;13,038931846618652
14370000;8,597302436828613;15,098981857299805
14400000;8,553003311157227;14,906885147094727
14430000;8,420743942260742;15,182226181030273
14460000;8,384668350219727;15,200114250183105
14490000;8,251374244689941;14,957343101501465
14520000;8,166831016540527;14,976698875427246
14550000;8,255533218383789;14,504583358764648
14580000;8,336461067199707;14,63582706451416
14610000;8,11206340789795;14,421192169189453
14640000;8,002053260803223;14,49502182006836
14670000;8,020845413208008;14,213494300842285
14700000;8,009705543518066;14,389322280883789
14730000;8,600321769714355;14,391592025756836
14760000;8,640130043029785;14,356410026550293
14790000;8,767924308776855;14,788057327270508
14820000;8,797889709472656;14,647416114807129
14850000;8,703719139099121;14,419465065002441
14880000;8,552936553955078;14,587510108947754
14910000;8,104591369628906;-99,47871398925781
14940000;8,467174530029297;13,150856971740723
14970000;8,381807327270508;13,302643775939941
15000000;8,147259712219238;13,254923820495605
15030000;8,0837984085083;13,32037353515625
15060000;7,622194766998291;13,186728477478027
15090000;8,050362586975098;13,187150001525879
15120000;7,843121528625488;13,024535179138184
15150000;8,013999938964844;13,036149024963379
15180000;7,937948226928711;13,176340103149414
15210000;7,632240772247314;13,329051971435547
15240000;7,97459602355957;13,337413787841797
15270000;8,046043395996094;13,603545188903809
15300000;8,25710678100586;13,595138549804688
15330000;8,230311393737793;13,64324951171875
15360000;8,531998634338379;13,426347732543945
15390000;8,718619346618652;13,949593544006348
15420000;8,704553604125977;13,690631866455078
15450000;8,509445190429688;14,120927810668945
15480000;8,554821968078613;14,43233585357666
15510000;8,408498764038086;14,161556243896484
15540000;8,414785385131836;14,626432418823242
15570000;8,047926902770996;14,711650848388672
15600000;7,897598266601562;13,894623756408691
15630000;7,96051025390625;14,072203636169434
15660000;8,20928955078125;14,197710990905762
15690000;7,577910900115967;14,405145645141602
15720000;7,475512504577637;14,429203033447266
15750000;7,288100242614746;14,537487030029297
15780000;7,22536563873291;14,994710922241211
15810000;7,234805107116699;14,822275161743164
15840000;7,031033515930176;15,125041961669922
15870000;6,354843616485596;14,796360969543457
15900000;6,415763378143311;14,887981414794922
15930000;6,539524555206299;5,413712501525879
15960000;6,506238460540772;13,101873397827148
15990000;6,551085948944092;12,641351699829102
16020000;6,650805473327637;13,196358680725098
16050000;6,798797130584717;13,224435806274414
16080000;6,848917007446289;13,237847328186035
16110000;7,119053363800049;13,536661148071289
16140000;7,077241897583008;13,755995750427246
16170000;6,92516565322876;13,545469284057617
16200000;7,118005275726318;13,245595932006836
16230000;7,115642070770264;14,171070098876953
16260000;7,49515962600708;14,2413911819458
16290000;7,411457538604736;14,33351993560791
16320000;7,3763017654418945;14,480277061462402
16350000;7,216940402984619;14,551400184631348
16380000;7,0658860206604;14,365294456481934
16410000;6,568384170532227;15,244240760803223
16440000;6,432036399841309;15,38912296295166
16470000;5,867546558380127;15,37803840637207
16500000;5,733606338500977;15,14041519165039
16530000;6,053787708282471;15,118790626525879
16560000;6,047170639038086;14,862482070922852
16590000;6,139909267425537;15,141678810119629
16620000;6,32370662689209;14,491698265075684
16650000;5,873836517333984;14,29419231414795
16680000;;14,618976593017578
16710000;;14,428509712219238
16740000;;14,799595832824707
16770000;;14,201163291931152
16800000;;14,552042007446289
16830000;;14,62232780456543
16860000;;14,806200981140137
16890000;;13,543292999267578
16920000;;13,801876068115234
16950000;;14,113224029541016
16980000;;14,517306327819824
17010000;;14,135266304016113
17040000;;14,408344268798828
17070000;;14,404953002929688
17100000;;13,444181442260742
17130000;;13,382074356079102
17160000;;13,385968208312988
17190000;;13,066427230834961
17220000;;13,673760414123535
17250000;;13,242048263549805
17280000;;13,579790115356445
17310000;;13,9700927734375
17340000;;13,600461959838867
17370000;;13,917631149291992
17400000;;14,784454345703125
17430000;;14,562603950500488
17460000;;14,141460418701172
17490000;;14,722208976745605
17520000;;14,443500518798828
17550000;;14,48779296875
17580000;;14,440919876098633
17610000;;14,48608684539795
17640000;;14,911978721618652
17670000;;-176,28656005859375
17700000;;12,984679222106934
17730000;;13,012601852416992
17760000;;13,855916976928711
17790000;;13,537055015563965
17820000;;13,744903564453125
17850000;;13,474069595336914
17880000;;13,11346435546875
17910000;;12,54776668548584
17940000;;13,158130645751953
17970000;;12,902308464050293
18000000;;12,496984481811523
18030000;;12,715934753417969
18060000;;12,713730812072754
18090000;;12,960043907165527
18120000;;12,882614135742188
18150000;;12,876649856567383
18180000;;12,69202995300293
18210000;;12,075676918029785
