Step;ppo_expanded_looking;ppg_expanded_looking;sac_expanded_looking;droQ_expanded_looking;;;;;;
12300000;6,132659912;112,718071;75,82657623;106,1099701;;;;;;
12330000;5,376098156;108,9385529;41,79586792;98,35286713;;;;;;
12360000;5,349168301;108,3105545;59,95741653;109,9718399;;;;;;
12390000;5,349826813;111,6873779;79,85083008;121,6179123;;;;;;
12420000;5,876540661;105,6552582;105,9289246;75,39818573;;;;;;
12450000;5,397051334;122,0486145;123,967247;89,1722641;;;;;;
12480000;6,222528934;110,6437988;108,087326;97,8682785;;;;;;
12510000;5,30250597;118,5859985;131,1846008;81,77339172;;;;;;
12540000;5,683979988;125,5548401;119,8487549;98,71173859;;;;;;
12570000;5,18307972;107,3749542;117,477829;98,96546173;;;;;;
12600000;5,818370819;102,9542313;106,9783936;109,7646942;;;;;;
12630000;5,615805149;108,2023773;107,9210205;104,4876328;;;;;;
12660000;5,372429371;102,520668;110,1413727;85,55007935;;;;;;
12690000;6,081591606;118,4376984;76,64840698;91,0398941;;;;;;
12720000;5,756649017;119,3371277;31,6394043;81,34972382;;;;;;
12750000;5,862559319;103,111618;35,41426468;72,52765656;;;;;;
12780000;6,171029091;107,6142273;42,10061646;83,01473999;;;;;;
12810000;6,044489384;118,4921265;69,20090485;69,03527832;;;;;;
12840000;5,60549593;116,3309174;60,78508759;74,55998993;;;;;;
12870000;5,701651573;93,48555756;42,89031982;86,81678772;;;;;;
12900000;6,193989754;101,3186035;52,18405151;92,052948;;;;;;
12930000;5,930217266;94,14014435;70,88443756;108,5297775;;;;;;
12960000;7,159072399;102,1797333;66,13871765;68,16370392;;;;;;
12990000;5,416815281;98,49105072;46,53263474;96,59396362;;;;;;
13020000;6,252020836;108,431694;57,10898209;47,3934288;;;;;;
13050000;5,77136898;102,3624802;54,27439499;32,48288727;;;;;;
13080000;5,564617634;100,4707336;69,05845642;46,16405487;;;;;;
13110000;6,359160423;120,9130402;84,11791992;40,03930664;;;;;;
13140000;5,835752964;108,1652527;109,6211624;51,32352448;;;;;;
13170000;5,730710983;111,1389008;113,739624;28,61165619;;;;;;
13200000;5,848962307;107,43573;119,1943665;45,60421371;;;;;;
13230000;5,690848827;105,866127;126,462677;47,68493271;;;;;;
13260000;6,267436981;106,4771957;133,3336182;44,30562592;;;;;;
13290000;5,558591843;94,8622818;110,2941132;50,72373199;;;;;;
13320000;5,226603031;96,03951263;75,06016541;48,65510178;;;;;;
13350000;5,809741497;98,56894684;30,93276787;75,84166718;;;;;;
13380000;5,65444994;102,8420334;69,48552704;63,84391403;;;;;;
13410000;5,616454601;102,3206024;110,2208328;67,07112885;;;;;;
13440000;5,94787693;90,92272949;102,9306412;81,80448914;;;;;;
13470000;5,728997231;99,90084839;97,71825409;59,07201767;;;;;;
13500000;6,529166222;102,3526077;102,3072968;69,83966827;;;;;;
13530000;5,637660027;96,74487305;116,3273087;78,14445496;;;;;;
13560000;5,743797302;92,14183044;127,0476151;56,51348877;;;;;;
13590000;6,69986248;101,2279892;82,66978455;76,12132263;;;;;;
13620000;5,808341503;104,6958313;101,7725449;58,7884903;;;;;;
13650000;5,794583797;92,24488068;122,2242813;67,76015472;;;;;;
13680000;6,199460506;90,46025085;133,8790283;85,75287628;;;;;;
13710000;6,109330177;94,49862671;110,5376282;91,14234161;;;;;;
13740000;5,693164825;90,95423889;146,0893707;102,2591782;;;;;;
13770000;5,57343626;83,72006989;133,0779114;84,82025146;;;;;;
13800000;6,035460472;73,96349335;121,5742493;73,30702209;;;;;;
13830000;5,450213432;99,18890381;101,5260086;69,19980621;;;;;;
13860000;5,851303101;87,30618286;123,3916779;83,73907471;;;;;;
13890000;6,354026794;90,13320923;128,8240662;71,80783081;;;;;;
13920000;5,615242004;94,66881561;104,7740936;78,68223572;;;;;;
13950000;6,070234776;88,27287292;111,7714691;90,20830536;;;;;;
13980000;5,515170574;98,01503754;111,5138245;92,71533203;;;;;;
14010000;5,612872601;96,61981201;77,98194885;104,0373154;;;;;;
14040000;6,268192291;94,53526306;57,36109924;101,767334;;;;;;
14070000;6,520750999;97,2673111;55,00182343;81,50273895;;;;;;
14100000;5,908602238;73,98342896;75,26134491;93,84041595;;;;;;
14130000;6,243505001;88,93824768;67,93985748;87,90279388;;;;;;
14160000;6,409484863;102,207695;73,59663391;92,83624268;;;;;;
14190000;5,45684576;85,72882843;97,22290802;83,47268677;;;;;;
14220000;6,371506214;80,63642883;78,28790283;91,84103394;;;;;;
14250000;6,421228886;79,0606308;70,38463593;90,43497467;;;;;;
14280000;5,76610136;79,77060699;82,8393631;108,3907166;;;;;;
14310000;6,030539989;81,92221069;102,5386658;108,7417831;;;;;;
14340000;6,284244537;85,39585114;100,1036606;112,8030167;;;;;;
14370000;6,264718533;80,25575256;71,45771027;107,216156;;;;;;
14400000;5,978013515;87,69181061;82,33480835;75,84240723;;;;;;
14430000;6,380025864;79,14625549;79,98409271;80,41600037;;;;;;
14460000;5,524068356;74,71343994;77,4278717;87,36248016;;;;;;
14490000;6,620806217;71,58434296;77,58612061;66,97395325;;;;;;
14520000;6,327340603;82,90280151;74,60377502;72,40476227;;;;;;
14550000;7,275435925;89,43286133;89,10622406;65,99409485;;;;;;
14580000;5,881342411;86,61411285;99,77929688;72,8154068;;;;;;
14610000;7,068390846;76,42246246;85,1242981;81,95449066;;;;;;
14640000;6,521473408;94,90691376;89,91925812;99,75960541;;;;;;
14670000;6,034155846;84,42247009;89,80036926;83,43318176;;;;;;
14700000;6,314344406;75,09494019;97,35501862;91,33626556;;;;;;
14730000;6,307948112;88,55583954;93,28203583;98,16391754;;;;;;
14760000;6,959417343;74,46615601;103,4196548;81,42621613;;;;;;
14790000;5,799545765;79,32035065;103,4160156;84,36000824;;;;;;
14820000;6,834791183;77,19036865;102,0720596;97,03341675;;;;;;
14850000;6,142234325;78,63548279;72,65312958;113,5505524;;;;;;
14880000;6,52271843;88,79737854;56,43330383;112,8901978;;;;;;
14910000;6,40143013;80,96489716;54,18681335;91,54198456;;;;;;
14940000;7,292771816;80,67892456;84,305336;43,8236618;;;;;;
14970000;6,15422678;83,91443634;79,99827576;68,58854675;;;;;;
15000000;6,629498005;76,89541626;86,05323792;53,50162506;;;;;;
15030000;6,156923771;88,75901031;85,91413116;64,88985443;;;;;;
15060000;5,917149067;82,00762177;72,0032959;92,83268738;;;;;;
15090000;5,662827492;81,06535339;84,96350098;97,89209747;;;;;;
15120000;6,101063728;87,27998352;88,74079132;94,04261017;;;;;;
15150000;6,409932137;87,66490173;87,71400452;108,5181427;;;;;;
15180000;6,730328083;81,74280548;95,97212982;108,6697693;;;;;;
15210000;6,123806;82,56074524;81,88413239;112,9438553;;;;;;
15240000;6,232870579;99,59688568;91,97241974;95,17314148;;;;;;
15270000;6,021499634;86,58982086;84,6940155;111,5406876;;;;;;
15300000;6,784385681;86,35868073;99,5776825;82,65070343;;;;;;
15330000;7,307071686;75,54416656;90,51117706;112,4124146;;;;;;
15360000;5,981739521;80,0582962;84,89159393;101,5734024;;;;;;
15390000;5,76920557;71,45857239;88,18514252;98,79866028;;;;;;
15420000;6,587806702;87,82927704;101,7326584;94,74182129;;;;;;
15450000;5,464182377;76,29311371;84,62805176;102,3832855;;;;;;
15480000;6,744864941;88,26068878;108,0343399;92,01302338;;;;;;
15510000;5,430524826;76,86386108;96,11856842;82,53481293;;;;;;
15540000;6,764310837;81,33492279;63,95657349;67,24788666;;;;;;
15570000;5,983334064;77,47564697;86,80810547;72,85009003;;;;;;
15600000;6,440935135;70,87729645;66,4400177;83,35888672;;;;;;
15630000;6,50517416;75,6893692;93,67224121;95,66449738;;;;;;
15660000;5,953381538;68,24478912;101,553978;101,9761734;;;;;;
15690000;6,151321411;74,98356628;32,16072464;96,78133392;;;;;;
15720000;5,708441734;76,04823303;19,78545761;79,51822662;;;;;;
15750000;7,218100548;85,10245514;28,13597298;93,64516449;;;;;;
15780000;6,07669735;85,05308533;21,31128693;98,98522186;;;;;;
15810000;6,151083946;89,34404755;37,51059341;86,96607971;;;;;;
15840000;5,650675297;81,0200119;44,35406876;106,7246933;;;;;;
15870000;5,458323002;74,04265594;22,65731239;98,94289398;;;;;;
15900000;5,682594299;69,81938934;34,85084915;106,3478394;;;;;;
15930000;6,010578632;77,20736694;55,9394989;94,06649017;;;;;;
15960000;6,01860857;82,81729889;37,53559494;34,93928146;;;;;;
15990000;5,875268936;75,39620209;67,1802063;48,21379089;;;;;;
16020000;6,294679642;76,87450409;72,80865479;78,49454498;;;;;;
16050000;6,411518574;82,06040955;72,59191132;85,37539673;;;;;;
16080000;6,251867294;93,36508942;64,95596313;95,34387207;;;;;;
16110000;6,077761173;75,02226257;70,68645477;121,1792755;;;;;;
16140000;8,451854706;82,73524475;80,17443085;118,0822678;;;;;;
16170000;7,93241787;71,49516296;72,72881317;112,9627762;;;;;;
16200000;7,54534483;78,7820816;50,68637085;83,89303589;;;;;;
16230000;7,231795311;79,50940704;59,98892975;100,7207947;;;;;;
16260000;6,285858631;71,9841156;67,87441254;93,18338776;;;;;;
16290000;5,65585947;68,78004456;65,33074951;113,3082962;;;;;;
16320000;7,339636326;81,38757324;51,05713272;130,7396545;;;;;;
16350000;5,936655998;67,26676941;28,47491646;109,7700348;;;;;;
16380000;6,75113678;76,08605194;33,32923508;121,3562241;;;;;;
16410000;6,236362457;72,24599457;38,40143585;113,0830307;;;;;;
16440000;5,617677689;80,423172;56,94049072;100,2434311;;;;;;
16470000;5,980518341;83,6780014;45,24744797;79,53370667;;;;;;
16500000;5,666368484;75,86997986;41,82193756;98,03805542;;;;;;
16530000;5,899725914;73,15717316;47,46553421;91,86168671;;;;;;
16560000;5,602949142;78,19552612;54,21932602;84,14425659;;;;;;
16590000;6,716395855;66,56090546;51,70540237;80,66623688;;;;;;
16620000;5,919995785;76,7689209;34,08369064;92,81182098;;;;;;
16650000;5,867938042;80,37150574;39,71300888;103,564003;;;;;;
16680000;6,208476067;73,14955902;;96,23524475;;;;;;
16710000;5,799316883;76,13437653;;95,08545685;;;;;;
16740000;6,716834068;69,05429077;;103,1712418;;;;;;
16770000;6,167386532;69,25112152;;93,57381439;;;;;;
16800000;5,661973476;81,2848053;;104,2006302;;;;;;
16830000;6,231934547;77,56612396;;96,2219696;;;;;;
16860000;7,086404324;65,92973328;;90,00215912;;;;;;
16890000;5,559869289;88,96725464;;42,17105103;;;;;;
16920000;5,952240467;78,41667175;;61,30143738;;;;;;
16950000;6,102650166;79,05622864;;86,26435089;;;;;;
16980000;5,704289436;72,69271088;;111,8523865;;;;;;
17010000;5,926782608;72,16149139;;93,64701843;;;;;;
17040000;6,4724617;66,93644714;;89,94457245;;;;;;
17070000;6,182744503;65,95526886;;86,77122498;;;;;;
17100000;6,091749191;65,97027588;;77,13349152;;;;;;
17130000;6,194256306;80,48748779;;71,73530579;;;;;;
17160000;6,684924603;74,23876953;;72,24932861;;;;;;
17190000;6,237170696;76,38890076;;78,90840149;;;;;;
17220000;5,532682419;75,24877167;;94,18502808;;;;;;
17250000;6,130497932;74,33633423;;99,55574799;;;;;;
17280000;6,202606678;76,77635193;;90,11436462;;;;;;
17310000;6,410264015;70,58827209;;89,36677551;;;;;;
17340000;6,255185604;72,96422577;;86,28045654;;;;;;
17370000;6,014212608;86,85283661;;113,2178955;;;;;;
17400000;6,985147476;66,99369049;;106,2122498;;;;;;
17430000;7,237255096;77,94147491;;121,9588852;;;;;;
17460000;6,670370102;59,80929565;;116,0275879;;;;;;
17490000;5,556087017;84,69316864;;114,4068222;;;;;;
17520000;6,502983093;83,14079285;;78,53166199;;;;;;
17550000;8,131259918;75,89499664;;73,08424377;;;;;;
17580000;7,287405014;71,9671402;;94,3503952;;;;;;
17610000;5,951279163;62,58303452;;88,51451111;;;;;;
17640000;6,069519043;69,47383881;;100,765892;;;;;;
17670000;5,934237957;80,15122986;;91,58203888;;;;;;
17700000;6,449475288;71,03843689;;53,7591095;;;;;;
17730000;6,383093357;59,45397186;;65,98291779;;;;;;
17760000;6,27253294;64,35193634;;84,5476532;;;;;;
17790000;6,021699429;62,60058594;;92,81111145;;;;;;
17820000;6,001412392;65,65200043;;109,3339767;;;;;;
17850000;6,645283699;74,1426239;;92,92957306;;;;;;
17880000;5,631792545;58,00449371;;90,79737091;;;;;;
17910000;6,084785938;67,45545959;;80,92115021;;;;;;
17940000;6,320530415;81,4990921;;93,04192352;;;;;;
17970000;7,512694359;60,59138107;;93,99336243;;;;;;
18000000;6,521900177;69,35186768;;64,31645203;;;;;;
18030000;6,974553585;68,97318268;;51,81159592;;;;;;
18060000;6,897026539;69,24291229;;56,95098877;;;;;;
18090000;6,512212276;73,43722534;;46,21058655;;;;;;
18120000;5,714815617;77,33921814;;52,93840027;;;;;;
18150000;5,677281857;75,53201294;;42,73880768;;;;;;
18180000;6,04884243;73,00177765;;62,67360687;;;;;;
18210000;6,717767239;84,32998657;;57,49168396;;;;;;
18240000;5,903995037;89,41784668;;;;;;;;
18270000;5,308084488;67,97129059;;;;;;;;
18300000;5,420919895;68,24433136;;;;;;;;
18330000;5,869154453;69,71747589;;;;;;;;
18360000;5,968653202;70,14945221;;;;;;;;
18390000;5,89206028;70,84937286;;;;;;;;
18420000;6,489706516;67,25263214;;;;;;;;
18450000;5,771334648;73,40139771;;;;;;;;
18480000;6,478760719;68,81917572;;;;;;;;
18510000;6,875774384;65,53962708;;;;;;;;
18540000;6,376259804;87,00934601;;;;;;;;
18570000;5,860183716;75,61003113;;;;;;;;
18600000;5,664970398;82,33015442;;;;;;;;
18630000;6,057229042;79,5002594;;;;;;;;
18660000;5,928295135;72,3969574;;;;;;;;
18690000;7,342413425;84,26183319;;;;;;;;
18720000;6,735926151;78,74655914;;;;;;;;
18750000;5,887975693;79,87063599;;;;;;;;
18780000;5,205136299;78,16930389;;;;;;;;
18810000;5,767464161;99,00344086;;;;;;;;
18840000;7,617232323;78,00910187;;;;;;;;
18870000;6,699389458;74,12311554;;;;;;;;
18900000;6,465055466;85,52578735;;;;;;;;
18930000;5,652244568;77,6229248;;;;;;;;
18960000;6,340052605;83,18183136;;;;;;;;
18990000;6,377317429;76,19810486;;;;;;;;
19020000;7,283289433;74,79719543;;;;;;;;
19050000;5,577295303;91,12104797;;;;;;;;
19080000;5,793344975;91,80294037;;;;;;;;
19110000;5,930459976;75,67778015;;;;;;;;
19140000;5,314035892;85,40484619;;;;;;;;
19170000;6,127628803;70,23091888;;;;;;;;
19200000;5,881112099;84,98656464;;;;;;;;
19230000;5,821356773;87,86035156;;;;;;;;
19260000;5,663722515;84,65444946;;;;;;;;
19290000;5,796678543;75,12740326;;;;;;;;
19320000;6,205809593;88,74248505;;;;;;;;
19350000;6,85078001;72,64322662;;;;;;;;
19380000;5,525945663;88,91403198;;;;;;;;
19410000;5,815351009;73,08022308;;;;;;;;
19440000;6,377970219;65,37405396;;;;;;;;
19470000;6,468981743;82,45764923;;;;;;;;
19500000;6,098659039;76,06777954;;;;;;;;
19530000;6,982704639;92,91757202;;;;;;;;
19560000;6,351166725;73,05728912;;;;;;;;
19590000;6,566366673;77,34533691;;;;;;;;
19620000;6,752873898;75,27079773;;;;;;;;
19650000;7,625760555;77,26692963;;;;;;;;
19680000;6,061378002;76,80335999;;;;;;;;
19710000;5,714517593;74,92983246;;;;;;;;
19740000;5,775686264;88,57228851;;;;;;;;
19770000;6,826391697;65,73468018;;;;;;;;
19800000;6,016102791;73,65931702;;;;;;;;
19830000;5,711612701;84,86043549;;;;;;;;
19860000;6,429234982;91,12494659;;;;;;;;
19890000;6,827863216;71,49776459;;;;;;;;
19920000;6,695863247;67,49763489;;;;;;;;
19950000;6,526987553;70,53421021;;;;;;;;
19980000;5,985841274;89,36387634;;;;;;;;
20010000;6,082486153;85,14382172;;;;;;;;
20040000;5,899741173;92,10082245;;;;;;;;
20070000;5,91268158;76,60535431;;;;;;;;
20100000;7,627204895;77,8476181;;;;;;;;
20130000;6,094672203;73,59178925;;;;;;;;
20160000;6,77807045;80,47614288;;;;;;;;
20190000;6,790468216;81,81394196;;;;;;;;
20220000;6,20714283;;;;;;;;;
20250000;6,734189987;;;;;;;;;
20280000;7,027373314;;;;;;;;;
20310000;6,017268658;;;;;;;;;
20340000;5,611849785;;;;;;;;;
20370000;6,364812374;;;;;;;;;
20400000;5,504961491;;;;;;;;;
20430000;6,688015461;;;;;;;;;
20460000;6,900640965;;;;;;;;;
20490000;6,758759975;;;;;;;;;
20520000;5,821357727;;;;;;;;;
20550000;7,291847229;;;;;;;;;
20580000;6,082633018;;;;;;;;;
20610000;6,061830044;;;;;;;;;
20640000;6,075268269;;;;;;;;;
20670000;5,885663509;;;;;;;;;
20700000;6,142304897;;;;;;;;;
20730000;5,832623959;;;;;;;;;
20760000;5,836019039;;;;;;;;;
20790000;6,842342377;;;;;;;;;
20820000;7,844881058;;;;;;;;;
20850000;6,188984871;;;;;;;;;
20880000;5,978653908;;;;;;;;;
20910000;5,728024483;;;;;;;;;
20940000;6,176743984;;;;;;;;;
20970000;7,141179562;;;;;;;;;
21000000;6,236854553;;;;;;;;;
21030000;6,725327969;;;;;;;;;
21060000;6,384482384;;;;;;;;;
21090000;7,562222004;;;;;;;;;
21120000;6,410590172;;;;;;;;;
21150000;6,244853973;;;;;;;;;
21180000;5,454931259;;;;;;;;;
21210000;6,942081451;;;;;;;;;
21240000;6,468727112;;;;;;;;;
21270000;7,238149643;;;;;;;;;
21300000;6,126170158;;;;;;;;;
21330000;6,075901985;;;;;;;;;
21360000;7,590652943;;;;;;;;;
21390000;5,645545959;;;;;;;;;
21420000;7,103807449;;;;;;;;;
21450000;6,549917698;;;;;;;;;
21480000;6,262767792;;;;;;;;;
21510000;6,067762375;;;;;;;;;
21540000;5,902497768;;;;;;;;;
21570000;6,079733849;;;;;;;;;
21600000;6,508469105;;;;;;;;;
21630000;6,522847176;;;;;;;;;
21660000;6,323787212;;;;;;;;;
21690000;6,429848194;;;;;;;;;
21720000;6,423848152;;;;;;;;;
21750000;6,186808109;;;;;;;;;
21780000;6,835206509;;;;;;;;;
21810000;6,109564304;;;;;;;;;
21840000;5,60959816;;;;;;;;;
21870000;5,660090923;;;;;;;;;
21900000;6,258429527;;;;;;;;;
21930000;5,944300175;;;;;;;;;
21960000;6,003490448;;;;;;;;;
21990000;5,485720634;;;;;;;;;
22020000;6,437601089;;;;;;;;;
22050000;6,222363949;;;;;;;;;
22080000;7,290887356;;;;;;;;;
22110000;7,207100391;;;;;;;;;
22140000;6,847584724;;;;;;;;;
22170000;7,199469566;;;;;;;;;
22200000;6,535384178;;;;;;;;;
22230000;6,635627747;;;;;;;;;
22260000;6,557925701;;;;;;;;;
22290000;5,857665539;;;;;;;;;
22320000;5,964013577;;;;;;;;;
22350000;5,990138054;;;;;;;;;
22380000;6,88792944;;;;;;;;;
22410000;7,309695721;;;;;;;;;
22440000;5,95114994;;;;;;;;;
22470000;5,80710268;;;;;;;;;
22500000;6,643332005;;;;;;;;;
22530000;6,327599049;;;;;;;;;
22560000;6,276295185;;;;;;;;;
22590000;7,701135159;;;;;;;;;
22620000;7,21908617;;;;;;;;;
22650000;6,848912716;;;;;;;;;
22680000;7,755243778;;;;;;;;;
22710000;6,055310726;;;;;;;;;
22740000;5,857732773;;;;;;;;;
22770000;8,055857658;;;;;;;;;
22800000;6,702864647;;;;;;;;;
22830000;6,341873646;;;;;;;;;
22860000;6,132020473;;;;;;;;;
22890000;6,705021381;;;;;;;;;
22920000;5,43980217;;;;;;;;;
22950000;6,230948448;;;;;;;;;
22980000;5,918933868;;;;;;;;;
23010000;7,409229755;;;;;;;;;
23040000;6,167029381;;;;;;;;;
23070000;6,538581371;;;;;;;;;
23100000;6,778971672;;;;;;;;;
23130000;6,123733521;;;;;;;;;
23160000;5,803376675;;;;;;;;;
23190000;7,630507469;;;;;;;;;
23220000;5,93114996;;;;;;;;;
23250000;6,02393961;;;;;;;;;
23280000;6,239524364;;;;;;;;;
23310000;6,822975636;;;;;;;;;
23340000;5,901909828;;;;;;;;;
23370000;6,9814291;;;;;;;;;
23400000;6,932979584;;;;;;;;;
23430000;6,248001575;;;;;;;;;
23460000;6,674273968;;;;;;;;;
23490000;7,214598179;;;;;;;;;
23520000;6,410885811;;;;;;;;;
23550000;7,281683922;;;;;;;;;
23580000;8,57529068;;;;;;;;;
23610000;6,537511349;;;;;;;;;
23640000;5,880359173;;;;;;;;;
23670000;6,574531555;;;;;;;;;
23700000;5,693464279;;;;;;;;;
23730000;5,645328522;;;;;;;;;
23760000;5,936349869;;;;;;;;;
23790000;6,424032211;;;;;;;;;
23820000;6,477676392;;;;;;;;;
23850000;5,79779911;;;;;;;;;
23880000;5,443006516;;;;;;;;;
23910000;7,607577324;;;;;;;;;
23940000;5,45405674;;;;;;;;;
23970000;5,829344273;;;;;;;;;
24000000;7,007483006;;;;;;;;;
24030000;6,656533718;;;;;;;;;
24060000;6,450171947;;;;;;;;;
24090000;6,718408585;;;;;;;;;
24120000;6,412960052;;;;;;;;;
24150000;5,665858269;;;;;;;;;
24180000;7,482745647;;;;;;;;;
24210000;6,706453323;;;;;;;;;
24240000;7,117396832;;;;;;;;;
24270000;6,775959015;;;;;;;;;
24300000;5,705333233;;;;;;;;;
24330000;6,722212791;;;;;;;;;
24360000;5,78740406;;;;;;;;;
24390000;6,841986656;;;;;;;;;
24420000;7,908869743;;;;;;;;;
24450000;6,429993153;;;;;;;;;
24480000;8,020030975;;;;;;;;;
24510000;5,621774673;;;;;;;;;
24540000;6,702358246;;;;;;;;;
24570000;5,542405128;;;;;;;;;
24600000;5,471423626;;;;;;;;;
24630000;5,619170666;;;;;;;;;
24660000;6,568934441;;;;;;;;;
24690000;5,812727451;;;;;;;;;
