Step;ppo_expanded_looking;ppg_expanded_looking;sac_expanded_looking;droQ_expanded_looking;;;;;;
2310000;78,74291229;70,61300659;8,702432632;45,42639923;;;;;;
2340000;66,81977081;80,63935089;9,110720634;45,18455124;;;;;;
2370000;62,87408447;76,7358017;7,358262062;29,61460304;;;;;;
2400000;22,36975861;81,38111115;7,557828426;27,85003662;;;;;;
2430000;26,81761169;75,05767059;8,163228035;14,28702545;;;;;;
2460000;18,04170036;79,62413025;7,851711273;25,46808624;;;;;;
2490000;7,95229435;86,49822998;8,484689713;12,5158205;;;;;;
2520000;19,16862297;84,05155945;8,963655472;22,6121788;;;;;;
2550000;18,15446472;85,26215363;7,561778069;28,44484711;;;;;;
2580000;17,42293358;78,39694214;5,073628426;36,46142578;;;;;;
2610000;10,78112602;77,73784637;5,386082649;39,07444763;;;;;;
2640000;27,93771935;91,6245575;8,585609436;37,79080963;;;;;;
2670000;18,08351135;89,43382263;7,502170086;43,9998703;;;;;;
2700000;8,138678551;81,38583374;6,855300903;37,62813568;;;;;;
2730000;7,909574509;89,03273773;8,275726318;39,83724976;;;;;;
2760000;4,862673283;82,27226257;10,28743362;32,50292587;;;;;;
2790000;4,885522842;93,92731476;10,67822933;25,87802315;;;;;;
2820000;4,870452404;91,22229767;8,752863884;29,95396423;;;;;;
2850000;4,704549313;78,53567505;10,52917004;30,58324814;;;;;;
2880000;4,905923367;96,91698456;11,78643894;34,48112488;;;;;;
2910000;4,90683794;95,4581604;9,108436584;34,3039093;;;;;;
2940000;4,96941328;96,09310913;10,11475468;33,0000267;;;;;;
2970000;4,779740334;91,09877777;10,31829071;42,81863403;;;;;;
3000000;4,929083347;95,75817871;14,85190392;47,62511826;;;;;;
3030000;4,388161182;95,4667511;16,06816864;28,51931572;;;;;;
3060000;7,801126957;92,1781311;17,49807167;31,66192245;;;;;;
3090000;4,761806011;102,0730362;16,6506424;45,65311813;;;;;;
3120000;4,852861881;102,7837296;21,20225906;50,22235107;;;;;;
3150000;4,818297386;104,3188705;22,79364586;54,09820557;;;;;;
3180000;4,937169075;90,86759949;19,64650536;37,2315979;;;;;;
3210000;4,88313961;111,8961945;19,20913887;46,84344482;;;;;;
3240000;4,708629608;96,03524017;21,30390358;21,72092628;;;;;;
3270000;4,503991604;98,62063599;18,7513504;32,8352356;;;;;;
3300000;4,951230049;94,588974;28,98069382;53,56323242;;;;;;
3330000;4,952338219;90,27109528;25,26670074;22,66714478;;;;;;
3360000;4,711221218;95,17788696;24,69561958;15,38135719;;;;;;
3390000;4,87491703;111,2656021;28,70181847;47,72256851;;;;;;
3420000;4,937717915;102,2946854;25,37447929;31,82751656;;;;;;
3450000;4,975203037;109,7740479;26,90658188;41,37992477;;;;;;
3480000;4,945955753;110,1171722;10,88321972;44,42559052;;;;;;
3510000;4,189598083;105,9947662;21,31621552;43,95235825;;;;;;
3540000;4,935605049;118,3523331;20,21958351;39,83368683;;;;;;
3570000;4,778580189;108,174408;36,66152573;34,55479813;;;;;;
3600000;4,703375816;131,5435333;51,15230179;42,81366348;;;;;;
3630000;4,6785779;106,798378;60,04389954;36,7192955;;;;;;
3660000;4,757004738;105,0882416;29,79911041;35,19658661;;;;;;
3690000;4,537875175;110,1448135;47,70174408;45,41374588;;;;;;
3720000;5,097727776;118,7329407;50,87488174;48,27203751;;;;;;
3750000;4,748563766;106,1758881;49,57969666;38,5845108;;;;;;
3780000;4,480831623;101,6386871;57,00885773;49,81173325;;;;;;
3810000;4,686170101;115,442894;63,36799622;34,97274017;;;;;;
3840000;4,485565662;128,7584686;54,32791519;36,46284866;;;;;;
3870000;4,706637383;115,8110428;56,3288765;35,46546555;;;;;;
3900000;4,743825912;120,8414612;70,25341034;36,88525009;;;;;;
3930000;4,643593311;110,9907684;63,30710602;48,30438232;;;;;;
3960000;4,72313118;117,6129227;71,44888306;43,43819427;;;;;;
3990000;4,484398842;120,0499039;81,37965393;48,38803482;;;;;;
4020000;4,756182194;129,5151672;67,92546082;43,83691025;;;;;;
4050000;4,835029125;126,2811356;89,26704407;44,77141953;;;;;;
4080000;5,002995968;131,6664429;99,47557831;44,18517303;;;;;;
4110000;4,607383728;113,9539642;86,48789978;31,05095291;;;;;;
4140000;4,768033981;127,1834106;93,81745911;42,32675171;;;;;;
4170000;4,909302235;125,6544724;86,23841858;25,40770149;;;;;;
4200000;7,646624565;130,834137;77,97212982;35,1639595;;;;;;
4230000;4,808322906;103,20784;95,43199158;36,71512222;;;;;;
4260000;4,90365839;123,5764313;111,8687286;33,58753586;;;;;;
4290000;4,995787144;122,6385269;99,89335632;40,83517075;;;;;;
4320000;4,740540504;133,5025635;101,7535858;36,58523941;;;;;;
4350000;4,856887341;123,7441483;98,04814148;49,50149536;;;;;;
4380000;4,949285507;133,2764435;88,79212189;44,75799561;;;;;;
4410000;4,480460644;122,0012131;93,56959534;34,37189484;;;;;;
4440000;4,509055614;125,7353134;97,87651062;49,0796051;;;;;;
4470000;4,354039192;120,9798203;74,16728973;46,33782959;;;;;;
4500000;4,298789501;127,5547333;108,8129272;48,42087173;;;;;;
4530000;4,508170128;123,7082596;96,74666595;64,25054932;;;;;;
4560000;4,554670811;123,7747574;118,5822449;45,23521042;;;;;;
4590000;4,894301891;132,8177948;82,20423889;60,573349;;;;;;
4620000;4,589848995;126,1257935;63,58398819;35,40312958;;;;;;
4650000;4,841549397;137,0451965;76,98700714;44,10774994;;;;;;
4680000;4,990125656;132,343277;63,76177216;52,71587753;;;;;;
4710000;4,92590189;130,078949;62,27746964;33,57182312;;;;;;
4740000;4,892506123;132,2854156;100,9507599;33,93315506;;;;;;
4770000;4,747121811;154,8594055;118,2231293;43,98859787;;;;;;
4800000;4,624940395;130,570755;118,815506;54,93836212;;;;;;
4830000;4,829843044;142,9885864;97,73479462;41,50102615;;;;;;
4860000;4,503029823;117,9399948;97,02313995;37,7429657;;;;;;
4890000;4,741283894;120,5142365;80,08183289;47,57325363;;;;;;
4920000;4,344437599;123,3636703;90,80345917;46,47774506;;;;;;
4950000;4,540738106;146,7046661;95,91568756;56,6270752;;;;;;
4980000;4,714763165;132,9535065;101,3293762;49,65490341;;;;;;
5010000;4,843132019;130,0709686;109,8743668;51,9282608;;;;;;
5040000;4,34070158;121,7091904;100,3046036;48,87320709;;;;;;
5070000;4,585677624;121,6649094;108,6695023;39,89968491;;;;;;
5100000;4,911699772;113,5665817;95,82235718;46,08379364;;;;;;
5130000;4,36780262;131,8751984;99,63467407;53,10342789;;;;;;
5160000;4,903960705;133,8829346;87,73084259;45,03034973;;;;;;
5190000;4,696118355;129,2710114;28,14615631;58,27383804;;;;;;
5220000;4,676609039;144,2644806;8,170510292;52,18529129;;;;;;
5250000;4,850792408;130,7988281;23,86357689;48,13940811;;;;;;
5280000;4,739472389;134,4150696;32,17852783;47,44721222;;;;;;
5310000;4,549353123;143,860321;44,95590591;47,39096832;;;;;;
5340000;4,233478546;142,3976593;49,80663681;39,98517227;;;;;;
5370000;4,970219612;145,1192169;87,99951172;45,0910759;;;;;;
5400000;4,751181126;142,9173431;104,3914642;31,13524055;;;;;;
5430000;5,011843681;143,1550293;82,23363495;35,82835388;;;;;;
5460000;4,631664276;135,2442474;87,48771667;39,97156906;;;;;;
5490000;4,5446105;136,5826721;110,6618881;37,1908989;;;;;;
5520000;7,896123886;147,7878418;109,9160843;43,17715454;;;;;;
5550000;4,853001595;132,1085205;127,3039703;40,23625565;;;;;;
5580000;4,550682068;121,8611679;122,7893524;35,68971252;;;;;;
5610000;4,989521503;127,967865;132,9085388;44,23217392;;;;;;
5640000;4,724982262;135,9970093;124,2588196;50,17780685;;;;;;
5670000;4,94600296;130,0177765;127,8145218;57,65861893;;;;;;
5700000;4,599794865;154,2981873;131,7860107;52,95878601;;;;;;
5730000;4,858435154;147,9700623;118,9024353;41,05730057;;;;;;
5760000;4,420120716;142,9145813;128,9777985;58,22036362;;;;;;
5790000;4,990526199;140,6782074;126,9467773;70,95171356;;;;;;
5820000;4,95102644;139,969635;133,4942627;90,69655609;;;;;;
5850000;4,400488853;141,1469879;122,4215164;66,65190125;;;;;;
5880000;4,687081337;142,1450806;69,92454529;65,39775848;;;;;;
5910000;4,74023056;123,4503555;61,84473419;57,82888412;;;;;;
5940000;7,098507881;145,566925;94,16267395;62,27377319;;;;;;
5970000;4,872783184;152,7544098;125,769989;55,74036026;;;;;;
6000000;4,844539165;140,215332;136,4219666;59,11172104;;;;;;
6030000;7,347328663;129,8443451;51,25884247;58,1364975;;;;;;
6060000;4,558941364;150,1029053;30,12383842;35,24303436;;;;;;
6090000;4,927431107;133,6916504;56,8875885;42,50249863;;;;;;
6120000;7,550514698;135,9862366;76,26396179;47,30541229;;;;;;
6150000;4,436038494;118,8073044;76,2246933;50,3132019;;;;;;
6180000;4,795701504;158,2207031;97,39122009;34,90962982;;;;;;
6210000;4,797072411;129,5708771;118,4817123;24,24952698;;;;;;
6240000;8,139549255;143,5970612;98,15034485;32,71628952;;;;;;
6270000;4,51687336;138,1551819;63,17240143;35,21687317;;;;;;
6300000;4,688224316;142,9603577;68,78744507;46,00395966;;;;;;
6330000;4,392449379;137,9304962;100,0964737;39,46126556;;;;;;
6360000;4,859315872;133,1445618;108,9589386;50,89218521;;;;;;
6390000;8,108071327;163,9700928;140,4681549;47,4146843;;;;;;
6420000;5,908488274;152,9828339;133,2004852;33,60830688;;;;;;
6450000;4,742115498;152,687088;115,244339;55,54637146;;;;;;
6480000;4,684269428;159,5460205;122,6908569;47,40301895;;;;;;
6510000;8,217900276;144,5656738;111,8647842;44,73957062;;;;;;
6540000;4,052369118;167,6623077;138,5417938;57,09813309;;;;;;
6570000;4,205369473;151,3444366;137,5346985;44,05416107;;;;;;
6600000;4,191297054;145,6116638;149,7627869;48,17655945;;;;;;
6630000;4,563317776;136,9763947;148,1942596;41,86405182;;;;;;
6660000;4,933946609;147,408432;131,6832581;44,06451416;;;;;;
6690000;7,905543804;132,2735138;150,1152039;43,48358154;;;;;;
6720000;4,606954575;158,4360046;141,3939667;47,75977325;;;;;;
6750000;4,555820465;136,2194519;130,2270508;44,85805893;;;;;;
6780000;4,553008556;149,4152069;127,5617828;51,61135483;;;;;;
6810000;4,389314651;137,0491638;113,8649673;43,31346512;;;;;;
6840000;4,807516098;158,4954071;108,1147308;54,86408234;;;;;;
6870000;4,33770752;167,1220703;99,01313019;35,21914673;;;;;;
6900000;4,738334179;147,1716003;108,2046661;52,95221329;;;;;;
6930000;5,044988155;145,2465363;124,2806854;45,40199661;;;;;;
6960000;7,834461689;137,62854;129,3039856;55,15169907;;;;;;
6990000;4,286185265;149,1482391;120,4049606;55,86003876;;;;;;
7020000;4,764191151;131,9152069;114,2992859;47,93115234;;;;;;
7050000;4,570071697;137,8738403;132,1425934;57,48677063;;;;;;
7080000;4,887880802;143,5772705;127,5526123;59,93105316;;;;;;
7110000;4,775131702;135,5111542;123,3153381;49,40161896;;;;;;
7140000;4,911986351;137,4904022;121,2707291;58,0258522;;;;;;
7170000;4,796952724;129,2919617;141,27771;40,7769928;;;;;;
7200000;4,58336544;129,706543;125,7238235;62,83402634;;;;;;
7230000;4,700801373;149,8451691;168,2635803;57,13444138;;;;;;
7260000;4,227638721;136,8713989;179,3532104;55,71686172;;;;;;
7290000;4,957158089;164,9681549;174,3174744;49,07209015;;;;;;
7320000;7,560369492;156,2759247;157,3032532;60,8830719;;;;;;
7350000;4,599366665;139,5558319;161,5366821;58,56934357;;;;;;
7380000;4,735460281;157,5363312;52,35300446;67,40214539;;;;;;
7410000;4,937140942;156,6394653;78,85456085;62,4942627;;;;;;
7440000;4,719748497;141,0514679;98,85960388;48,81581879;;;;;;
7470000;8,477787971;137,2244873;140,7089539;58,96942902;;;;;;
7500000;4,785588741;163,2055054;114,189537;61,51400757;;;;;;
7530000;4,876937866;161,425415;126,2147293;45,98180008;;;;;;
7560000;4,194374084;167,0457916;124,2647781;63,38841248;;;;;;
7590000;4,821383953;138,240387;172,3688965;44,13389587;;;;;;
7620000;4,949554443;150,9959564;136,1584625;39,71829987;;;;;;
7650000;4,78442049;164,3661346;165,2843323;39,14506149;;;;;;
7680000;4,811741352;154,5808105;163,5811615;52,12244034;;;;;;
7710000;4,935243607;149,3387451;168,069397;64,00431061;;;;;;
7740000;4,884624958;167,8794403;129,3050842;49,11680984;;;;;;
7770000;4,851041317;133,5767822;159,6282196;58,84912872;;;;;;
7800000;4,743719578;149,9577026;152,5727844;52,40047073;;;;;;
7830000;4,773252487;134,4818115;130,6103821;71,02786255;;;;;;
7860000;4,603393078;143,754776;175,8713989;50,84344864;;;;;;
7890000;4,85482502;147,302063;156,5271149;54,98490906;;;;;;
7920000;4,927687645;145,2294159;128,356842;69,02243042;;;;;;
7950000;7,494023323;146,025177;110,8683472;52,64216614;;;;;;
7980000;5,125481129;155,5331879;127,1518784;59,66743469;;;;;;
8010000;4,933362484;152,1737518;144,4341888;55,14928818;;;;;;
8040000;4,796613216;162,9898376;148,8218689;52,47593689;;;;;;
8070000;4,882591248;162,5001373;131,2327118;67,75098419;;;;;;
8100000;4,826195717;139,7515411;153,0186615;50,38444901;;;;;;
8130000;4,235984802;144,5596771;73,46259308;56,52927017;;;;;;
8160000;4,958614826;145,7259064;15,54990196;47,43247223;;;;;;
8190000;8,25990963;163,5508881;52,30407333;49,90629196;;;;;;
8220000;4,774814606;146,5062256;101,3775711;58,42637253;;;;;;
8250000;4,531814098;153,7675476;121,9407959;49,33066177;;;;;;
8280000;5,030762672;172,6546631;140,4665985;44,78551865;;;;;;
8310000;4,48415947;140,2429199;93,90176392;13,09009361;;;;;;
8340000;4,887101173;151,5675201;70,19539642;28,02456284;;;;;;
8370000;4,738764763;139,5750275;78,89173126;32,99585342;;;;;;
8400000;5,031114101;156,6267242;89,90454102;28,39438248;;;;;;
8430000;4,854736805;161,6110535;88,12168121;35,57300949;;;;;;
8460000;4,75190258;137,9890137;85,2570343;45,93967056;;;;;;
8490000;4,705805779;152,9415436;82,75996399;43,62861633;;;;;;
8520000;4,517652512;154,1289978;71,26089478;39,08395386;;;;;;
8550000;4,83928299;164,6372681;124,8038025;30,88328743;;;;;;
8580000;4,821466446;152,093277;121,9864655;37,39117813;;;;;;
8610000;4,669038773;164,7102509;96,11484528;34,98574066;;;;;;
8640000;4,871472836;160,3251495;96,16704559;51,34557343;;;;;;
8670000;4,711381912;147,9919739;82,48595428;48,04782104;;;;;;
8700000;4,695912838;166,6373749;80,96702576;45,69667816;;;;;;
8730000;4,393092632;169,6809387;76,89335632;54,32924271;;;;;;
8760000;4,411753654;161,8998871;56,64014435;45,66379929;;;;;;
8790000;4,216831207;158,7688599;54,14091492;50,1890564;;;;;;
8820000;4,798354149;143,1324615;49,65470505;64,84311676;;;;;;
8850000;4,947360039;158,7564545;65,04898834;47,46753693;;;;;;
8880000;4,755268097;144,1721191;71,6636734;54,01902771;;;;;;
8910000;4,546210766;144,8699188;66,18958282;50,92477417;;;;;;
8940000;4,200406075;162,1916656;75,71699524;39,75488663;;;;;;
8970000;4,981371403;140,0415955;61,46154404;42,13796616;;;;;;
9000000;4,427415848;146,0085907;64,60661316;45,14151382;;;;;;
9030000;4,804337025;156,3930206;62,39319229;51,88193893;;;;;;
9060000;5,003430367;157,7778625;69,72741699;56,47046661;;;;;;
9090000;4,217534065;162,6293488;94,29455566;40,48394012;;;;;;
9120000;4,988423347;166,4345093;113,0672989;53,37856674;;;;;;
9150000;5,124010563;152,2474976;121,7164612;59,99687195;;;;;;
9180000;4,825741291;139,5231171;98,52376556;60,59865952;;;;;;
9210000;4,823870182;155,7286224;92,71702576;50,68738937;;;;;;
9240000;4,977068901;133,2076111;95,87760925;65,99777222;;;;;;
9270000;6,185011387;154,0790863;123,181427;67,35292816;;;;;;
9300000;5,177540302;130,2551727;91,76803589;53,53608322;;;;;;
9330000;4,938124657;172,6617889;75,27758026;65,37651825;;;;;;
9360000;5,018727779;176,3211517;58,1367569;57,35329056;;;;;;
9390000;4,998890877;160,9620209;71,93969727;59,1764946;;;;;;
9420000;4,955781937;166,5314789;96,91226959;55,2657814;;;;;;
9450000;4,720210075;161,289444;102,3955765;58,83774567;;;;;;
9480000;4,970683098;168,6902618;119,4334488;49,04302979;;;;;;
9510000;4,996179581;180,7162628;117,6195526;61,46381378;;;;;;
9540000;4,859130859;158,2654266;112,2545319;45,45696259;;;;;;
9570000;4,844894409;166,2273865;93,92420959;43,24162674;;;;;;
9600000;5,072874546;168,8166199;95,92636871;40,83229446;;;;;;
9630000;5,140855312;176,0979919;109,0868225;42,8141861;;;;;;
9660000;5,161044121;142,7457428;107,3800507;61,26899719;;;;;;
9690000;5,070925713;145,8704834;101,6651382;56,62111664;;;;;;
9720000;6,418255329;153,1280212;105,0167236;72,04798126;;;;;;
9750000;5,309368134;119,7799911;94,1529007;87,74693298;;;;;;
9780000;5,245467186;138,2724304;126,0139618;60,46806335;;;;;;
9810000;5,255600929;154,5003967;115,1476822;84,56630707;;;;;;
9840000;5,445952892;147,1266479;101,7903442;64,57783508;;;;;;
9870000;4,928569794;139,3814545;124,1257553;103,7766647;;;;;;
9900000;5,30494833;133,7140656;120,1494141;88,91371155;;;;;;
9930000;5,423406601;160,7018738;96,85225677;98,63608551;;;;;;
9960000;4,957816601;141,0067749;101,5007095;81,01525116;;;;;;
9990000;5,239020824;149,0532379;113,4988861;76,75724792;;;;;;
10020000;5,364852428;140,661377;106,9719315;78,76932526;;;;;;
10050000;5,197127819;131,8825989;122,0954208;84,23709869;;;;;;
10080000;8,24846077;137,9511871;127,110878;89,9638443;;;;;;
10110000;5,096524715;146,706604;122,8664627;92,18816376;;;;;;
10140000;5,062167645;160,9293213;126,2914886;81,02339172;;;;;;
10170000;5,054677963;132,7300568;112,1848984;92,78383636;;;;;;
10200000;5,23896265;132,7495117;89,99684906;95,42378998;;;;;;
10230000;5,011446476;140,2196503;75,33924866;86,33818817;;;;;;
10260000;5,139869213;134,9932556;101,8107605;95,35449982;;;;;;
10290000;5,66515398;138,4800262;127,7075729;94,52307892;;;;;;
10320000;5,512977123;126,1683426;101,6207809;78,55153656;;;;;;
10350000;5,355882645;133,8357239;120,2164841;87,79981232;;;;;;
10380000;5,43614769;141,5972443;111,5044479;103,8342514;;;;;;
10410000;5,178647518;131,6770172;113,4417267;92,55845642;;;;;;
10440000;5,282334328;125,1307373;111,1494675;89,31853485;;;;;;
10470000;5,171546936;114,4792633;100,5541534;101,8002701;;;;;;
10500000;5,188680649;122,0218506;130,218277;111,1522141;;;;;;
10530000;5,331079483;125,9599686;134,8621674;112,0249176;;;;;;
10560000;5,453227043;122,586174;126,8912277;88,77288818;;;;;;
10590000;5,456513882;120,5531845;109,434227;90,06222534;;;;;;
10620000;5,202977657;126,9844284;126,3644791;102,7234039;;;;;;
10650000;5,638179779;145,3263397;117,6205292;107,164093;;;;;;
10680000;5,207161427;131,2988586;123,0265884;104,5109406;;;;;;
10710000;5,332104683;129,8034363;95,65998077;104,076767;;;;;;
10740000;5,188827038;124,7345276;72,02635193;133,2280121;;;;;;
10770000;5,324029922;128,9258118;120,4599457;98,79257202;;;;;;
10800000;5,19369936;121,4010468;93,81345367;118,7646255;;;;;;
10830000;5,952511787;123,9157944;110,8308792;102,2078934;;;;;;
10860000;5,080246925;125,3744965;112,7765732;112,824501;;;;;;
10890000;5,180016994;119,2698364;116,7417755;96,24604797;;;;;;
10920000;5,60525322;114,3719788;113,9378586;102,2467117;;;;;;
10950000;5,35264349;112,0036926;121,5628052;99,38912964;;;;;;
10980000;5,358047485;111,0284271;89,00495911;93,14750671;;;;;;
11010000;5,243195057;114,8134155;110,8548584;72,63005829;;;;;;
11040000;5,523648262;120,1918716;109,6483994;74,50345612;;;;;;
11070000;5,398417473;120,6147232;138,507431;74,51418304;;;;;;
11100000;5,984622002;115,1175842;141,6561737;74,91677856;;;;;;
11130000;5,641112328;121,4078674;130,2358551;83,0871048;;;;;;
11160000;5,352542877;118,8181992;69,25468445;87,46987152;;;;;;
11190000;5,552474499;136,3335571;82,71691895;87,61038971;;;;;;
11220000;5,65030098;112,4671021;107,1227875;65,05883026;;;;;;
11250000;5,490476131;123,2063522;95,14230347;93,31800079;;;;;;
11280000;5,551378727;123,3712311;98,59748077;80,21413422;;;;;;
11310000;5,3946805;125,2885208;121,2459183;87,6714325;;;;;;
11340000;5,584304333;120,011734;125,0435791;91,30899811;;;;;;
11370000;5,442674637;115,624733;71,020401;112,7243729;;;;;;
11400000;5,493671894;104,0388718;47,02896881;114,1560135;;;;;;
11430000;5,508494377;125,979187;79,91040802;110,7500153;;;;;;
11460000;5,564976692;112,4870148;85,16202545;120,6759338;;;;;;
11490000;5,427230358;108,473671;80,76394653;110,4275589;;;;;;
11520000;5,604785442;121,2670746;103,666832;107,0035019;;;;;;
11550000;5,887167931;117,0582275;133,3671875;91,15090179;;;;;;
11580000;5,709766865;113,7113266;128,9595184;99,8427887;;;;;;
11610000;5,678880692;122,1250916;136,1621552;92,62773132;;;;;;
11640000;5,517126083;110,2337341;137,5976105;88,60930634;;;;;;
11670000;5,557346344;114,0307922;125,7602768;91,1581955;;;;;;
11700000;5,629009247;116,45401;49,12741089;101,8855286;;;;;;
11730000;5,453560829;103,8471756;82,38754272;87,69867706;;;;;;
11760000;5,794900894;112,7202454;116,1046677;60,13012695;;;;;;
11790000;5,775128365;113,7300339;134,6738586;88,61203003;;;;;;
11820000;5,613698006;122,8571396;129,5443268;70,02275085;;;;;;
11850000;5,80581522;109,7657852;107,5149231;90,17012024;;;;;;
11880000;6,167626381;119,9893646;120,993721;94,48641205;;;;;;
11910000;5,41912365;118,725029;114,3881378;98,93881989;;;;;;
11940000;5,112190247;105,616066;115,3067627;100,0815125;;;;;;
11970000;5,868350029;119,0123138;115,5938492;106,6317673;;;;;;
12000000;5,83255434;117,1100464;94,50534821;119,390625;;;;;;
12030000;5,663891792;105,6492004;109,2718811;107,8995209;;;;;;
12060000;6,208768845;110,4925919;101,4815216;89,2306366;;;;;;
12090000;5,670166016;103,4657974;114,2729721;87,92280579;;;;;;
12120000;6,29794836;110,3952789;96,93566895;89,45252991;;;;;;
12150000;5,384616375;120,2679749;119,5653458;125,6561737;;;;;;
12180000;6,154843807;106,1270294;125,9220428;107,5017319;;;;;;
12210000;5,742096424;104,5573502;99,8537674;111,7478104;;;;;;
12240000;5,936830521;117,0222168;80,78266907;108,5443268;;;;;;
12270000;5,672410965;109,0896301;101,2161255;89,07598114;;;;;;
