Step;ppo_expanded_looking;ppg_expanded_looking
30000;1,3587554693222046;0,9624266028404236
60000;4,646366596221924;3,539170265197754
90000;7,063947677612305;5,535801410675049
120000;8,615574836730957;7,07894229888916
150000;9,703680038452148;8,557882308959961
180000;10,588337898254396;14,857685089111328
210000;11,016016006469728;16,94812774658203
240000;10,85122013092041;15,811054229736328
270000;10,88909912109375;15,147031784057617
300000;11,089011192321776;14,658442497253418
330000;11,451906204223633;453,04864501953125
360000;11,6744966506958;1225,7318115234375
390000;11,733186721801758;925,363037109375
420000;11,44241428375244;699,729736328125
450000;11,930020332336426;533,072998046875
480000;11,97532844543457;404,01507568359375
510000;12,365656852722168;16,00596046447754
540000;11,793047904968262;6,011916160583496
570000;12,32480239868164;7,821475028991699
600000;12,422497749328612;9,110180854797363
630000;12,398637771606444;9,770207405090332
660000;13,010330200195312;29,112516403198242
690000;12,864188194274902;34,851219177246094
720000;13,474853515625;29,432626724243164
750000;12,692991256713867;25,33370018005371
780000;13,648303031921388;22,299211502075195
810000;13,797747611999512;14,181371688842773
840000;13,805713653564451;2,0565431118011475
870000;13,486908912658691;4,822461128234863
900000;13,911825180053713;7,007464408874512
930000;13,736199378967283;8,557817459106445
960000;12,998160362243652;9,988582611083984
990000;13,84253215789795;394,6714172363281
1020000;14,08508014678955;309,2688293457031
1050000;14,260330200195312;235,63003540039062
1080000;14,099300384521484;180,88473510742188
1110000;13,86514663696289;139,7280731201172
1140000;13,96037483215332;46,21484375
1170000;13,751091957092283;6,589536190032959
1200000;14,19459629058838;8,153085708618164
1230000;13,70334815979004;9,404492378234863
1260000;13,474583625793455;10,14944839477539
1290000;13,03053379058838;28,689634323120117
1320000;12,578897476196287;40,77470779418945
1350000;11,915907859802246;33,44255447387695
1380000;12,8576078414917;27,563688278198242
1410000;12,366612434387209;10,475480079650879
1440000;12,564157485961914;9,237802505493164
1470000;13,438488006591797;11,63886547088623
1500000;13,796381950378418;529,72705078125
1530000;14,123188972473145;594,110107421875
