Step;sac_expanded_looking;droQ_expanded_looking
30000;0,3318278789520263;0,9094818234443665
60000;1,358534336090088;6,418173789978027
90000;2,146825075149536;14,395759582519531
120000;2,906280517578125;12,695767402648926
150000;2,356271266937256;18,932292938232422
180000;2,1149821281433105;12,629632949829102
210000;2,5038864612579346;9,506296157836914
240000;2,288109064102173;5,594636917114258
270000;2,267796039581299;3,4466500282287598
300000;1,3618470430374146;2,969064474105835
330000;1,0109467506408691;2,7869713306427
360000;0,6651867628097534;1,8364853858947754
390000;2,04822850227356;3,151154041290283
420000;1,228005051612854;3,93871808052063
450000;2,742115259170532;3,414278507232666
480000;2,06819748878479;2,165931224822998
510000;2,207754611968994;0,9176681637763977
540000;2,366786241531372;0,6911464333534241
570000;2,2009902000427246;0,5780671834945679
600000;3,1613051891326904;0,5272665023803711
630000;2,6798770427703857;0,6386127471923828
660000;1,5541341304779053;0,38724538683891296
690000;2,0239813327789307;0,49479997158050537
720000;1,812952160835266;0,5534862875938416
750000;2,0911290645599365;0,5474271178245544
780000;1,237717866897583;0,8009912967681885
810000;0,8648888468742371;0,9351091980934143
840000;0,9846639037132264;1,0092782974243164
870000;1,1425496339797974;0,663209855556488
900000;0,7720417976379395;0,46976765990257263
930000;0,7098831534385681;0,20932672917842865
960000;0,7631900310516357;0,15691271424293518
990000;0,6703302264213562;0,1426040530204773
1020000;0,5850592851638794;0,1723434031009674
1050000;0,562848687171936;0,10987876355648041
1080000;0,5880130529403687;0,06846165657043457
1110000;0,4076347649097442;0,05877521634101868
1140000;0,4212685525417328;0,060534022748470306
1170000;0,3418578207492828;0,060622263699769974
1200000;0,3118814826011657;0,07873833924531937
1230000;0,1864484697580337;0,043413788080215454
1260000;0,2066177725791931;0,035065703094005585
1290000;0,2806589603424072;0,02735377661883831
1320000;0,1471599042415619;0,04802761599421501
1350000;0,1909445077180862;0,03426678106188774
1380000;0,1580857336521148;0,04968620836734772
1410000;0,1548034101724624;0,028071414679288864
1440000;0,2076947689056396;0,04166707023978233
1470000;2,890423536300659;0,03227725625038147
1500000;0,909874677658081;0,035514988005161285
1530000;0,3831041157245636;0,07510162144899368
1560000;0,2948723137378692;0,05305812507867813
1590000;0,1668133586645126;0,0500955730676651
1620000;0,1708690822124481;0,05056272819638252
1650000;0,1421259939670562;0,0336921364068985
1680000;0,1054887771606445;0,03439006954431534
1710000;0,0941249504685401;0,025533143430948257
1740000;0,0852238461375236;0,023089902475476265
1770000;0,0964521393179893;0,014440408907830715
1800000;0,0839545950293541;0,010584162548184395
1830000;0,0597541071474552;0,017407506704330444
1860000;0,0278785973787307;0,012827995233237743
1890000;0,0399369224905967;0,012647376395761967
1920000;0,0602733083069324;0,011642876081168652
1950000;0,0210341140627861;0,011699141934514046
1980000;0,0189257077872753;0,01115388609468937
2010000;0,0157014708966016;0,012639664113521576
2040000;0,0152218304574489;0,01199747808277607
2070000;0,0113666355609893;0,009322590194642544
2100000;0,0105340918526053;0,011118818074464798
2130000;0,0175856593996286;0,012409957125782967
2160000;0,0076978229917585;0,011338249780237675
2190000;0,0051298215985298;0,009126964025199413
2220000;0,0061651235446333;0,009939845651388168
2250000;0,0023984934668987;0,009401487186551094
2280000;0,0021734256297349;0,009686911478638649
2310000;0,0031911002006381;0,009146388620138168
2340000;0,0016264300793409;0,007951417937874794
2370000;0,0024902282748371;0,009848296642303467
2400000;0,003643337637186;0,017969008535146713
2430000;0,0015602263156324;0,02186289057135582
2460000;0,0010587129509076;0,01643034815788269
2490000;0,0018606839003041;0,01126051228493452
2520000;0,0008025461575016;0,007901984266936779
2550000;13,140172958374023;0,006232684478163719
2580000;0,010575721040368;0,006310638505965471
2610000;0,0074564283713698;0,00645597605034709
2640000;0,0068735666573047;0,005710624158382416
2670000;0,0052234926261007;0,006558689288794994
2700000;0,0038667933549731;0,005581619683653116
2730000;0,0035069258883595;0,00625162897631526
2760000;0,0025183921679854;0,0033978899009525776
2790000;0,0029453495517373;0,002978504868224263
2820000;0,000963641970884;0,003717639949172735
2850000;0,001989024458453;0,004190069157630205
2880000;0,0024860939010977;0,005950611084699631
2910000;0,0046844906173646;0,006199690978974104
2940000;0,0025709955953061;0,005984801799058914
2970000;0,0041021476499736;0,006894378457218409
3000000;0,0023517480585724;0,009384574368596077
3030000;0,001437249360606;0,008352127857506275
3060000;0,0013775867410004;0,008979430422186852
3090000;0,0010914369486272;0,006191656459122896
3120000;0,0011588467750698;0,005538063123822212
3150000;0,0011154641397297;0,009156081825494766
3180000;0,0022955939639359;0,007398397661745548
3210000;0,0022085478994995;0,0066581908613443375
3240000;0,003463662462309;0,005725599825382233
3270000;0,0029598257970064;0,006750964559614658
3300000;0,0020889213774353;0,007363016251474619
3330000;0,0025880297180265;0,007188001647591591
3360000;0,0033451174385845;0,008915496058762074
